rep	pop	S	n1	next	theta	pi	thetaH	Hprime	tajd	fulif	fulid	fulifs	fulids	rm	rmmg	nhaps	hdiv	wallb	wallq	rosasrf	rosasru	zns	unique	shared	fixed	Fst
7	0	4781	867	853	923.44	1100.15	1266.29	-0.30951	0.653756	0.526847	0.239526	0.478254	0.193809	443	0	98	0.999596	0.137238	0.230914	0.11325	0.113279	0.0173092	1315	nan	nan	nan
7	1	6241	1091	1088	1205.44	1268.66	1204.65	0.0913711	0.179214	0.295182	0.306214	0.285828	0.286035	610	0	99	0.999798	0.0844551	0.14581	0.099899	0.0999038	0.015307	2462	2818	0	0.045612
8	0	4953	878	856	956.662	1145.62	1268.68	-0.221301	0.674807	0.595985	0.330452	0.527694	0.25127	458	0	96	0.99899	0.137924	0.230567	0.113885	0.113929	0.0185707	1301	nan	nan	nan
8	1	6344	1076	1067	1225.33	1266.31	1265.49	0.00115638	0.114277	0.320377	0.406163	0.299835	0.359403	611	0	97	0.999394	0.0927006	0.160467	0.0981197	0.0981333	0.0156867	2415	2878	0	0.0579664
9	0	4968	867	853	959.559	1137.67	1183.04	-0.0813362	0.634144	0.58403	0.34876	0.531696	0.290012	442	0	98	0.999596	0.137508	0.227858	0.112763	0.11279	0.0177059	1347	nan	nan	nan
9	1	6372	1237	1226	1230.74	1228.15	1218.74	0.013153	-0.0071931	0.00343773	0.0121034	0.00522311	0.0136544	610	0	99	0.999798	0.089154	0.154583	0.0944415	0.0944583	0.0143105	2469	2878	0	0.0356712
0	0	4815	846	839	930.008	1087.04	1207.61	-0.223028	0.576847	0.525011	0.307286	0.489957	0.273302	477	0	97	0.999192	0.127752	0.214746	0.111131	0.111145	0.0174661	1292	nan	nan	nan
0	1	6294	1332	1322	1215.67	1230.18	1140.61	0.126792	0.0407784	-0.148762	-0.274918	-0.133015	-0.233082	632	0	98	0.999596	0.0721437	0.127582	0.0956215	0.0956369	0.0137427	2478	2890	0	0.048097
1	0	4691	872	860	906.057	1089.6	1127.45	-0.0718798	0.692022	0.498785	0.159604	0.456152	0.129766	445	0	97	0.999394	0.136461	0.224686	0.11429	0.114315	0.0170739	1262	nan	nan	nan
1	1	6021	1186	1165	1162.94	1189.43	1203.81	-0.0212785	0.077806	0.0413646	-0.00555628	0.0240146	-0.02648	597	0	98	0.999596	0.0888704	0.154625	0.0968168	0.0968505	0.0144863	2311	2750	0	0.0329461
2	0	4817	830	820	930.394	1088.41	1179.28	-0.168031	0.580226	0.567895	0.372589	0.52354	0.321129	467	0	98	0.999596	0.126661	0.209051	0.111262	0.111283	0.0171392	1280	nan	nan	nan
2	1	6230	1165	1152	1203.31	1216.02	1247.27	-0.0446796	0.0360986	0.104794	0.13403	0.095167	0.114212	597	0	99	0.999798	0.0865307	0.149438	0.0957383	0.0957584	0.0151556	2396	2846	0	0.0394724
3	0	4798	821	820	926.724	1111.73	1173.57	-0.114801	0.681994	0.619659	0.361623	0.589112	0.337939	458	0	100	1	0.132374	0.223635	0.114148	0.11415	0.0163651	1308	nan	nan	nan
3	1	6327	1252	1240	1222.05	1186.85	1192.63	-0.00813235	-0.0984157	-0.0856642	-0.0461772	-0.0786924	-0.0392413	624	0	100	1	0.0780904	0.138612	0.0918266	0.0918451	0.013628	2532	2795	0	0.0393116
4	0	4959	955	926	957.821	1053.04	1312.54	-0.466121	0.339615	0.261098	0.104335	0.205149	0.0355054	451	0	98	0.999596	0.138766	0.232507	0.104262	0.104319	0.0164828	1357	nan	nan	nan
4	1	6449	1171	1164	1245.61	1253.19	1230.93	0.0307512	0.0207909	0.141037	0.205958	0.137747	0.190643	594	0	98	0.999596	0.0823511	0.142968	0.0953557	0.0953663	0.0146553	2546	2891	0	0.0529096
5	0	4749	824	816	917.26	1081.73	1172.43	-0.170113	0.612558	0.570251	0.346634	0.529543	0.304155	428	0	99	0.999798	0.136689	0.229101	0.112161	0.112177	0.0176223	1355	nan	nan	nan
5	1	6249	1183	1167	1206.98	1191.19	1236.26	-0.064251	-0.0446954	0.0394797	0.104119	0.0303124	0.0816165	565	0	97	0.999394	0.0886684	0.153465	0.0934329	0.0934577	0.0148455	2516	2710	0	0.0406344
6	0	5002	749	747	966.126	1115.13	1158.77	-0.0777137	0.526902	0.750131	0.712327	0.706319	0.639144	490	0	97	0.999394	0.114177	0.193523	0.109976	0.10998	0.0166229	1333	nan	nan	nan
6	1	6320	1297	1283	1220.7	1205.13	1218.2	-0.0184271	-0.043568	-0.125643	-0.160434	-0.1181	-0.142725	627	0	100	1	0.0780187	0.137816	0.0933011	0.0933227	0.0138771	2390	2946	0	0.0285462
7	0	4959	917	909	957.821	1105.64	1222.48	-0.209867	0.527247	0.404158	0.160075	0.377193	0.143478	477	0	98	0.999596	0.127672	0.213954	0.109638	0.109653	0.016289	1398	nan	nan	nan
7	1	6035	1149	1140	1165.65	1183.33	1207.44	-0.0355807	0.0518378	0.0732129	0.069152	0.0718227	0.0663961	571	0	100	1	0.0896586	0.155924	0.0961447	0.0961594	0.0144263	2256	2816	0	0.028533
8	0	4749	817	812	917.26	1067.1	1124.78	-0.108192	0.558054	0.54743	0.360326	0.514204	0.324921	447	0	99	0.999798	0.118787	0.203411	0.110635	0.110645	0.0161669	1459	nan	nan	nan
8	1	5698	1054	1051	1100.56	1131.58	1149.43	-0.0279017	0.0963173	0.144184	0.14149	0.146279	0.142677	546	0	96	0.999192	0.0914516	0.159003	0.0974585	0.0974637	0.0154557	2193	2643	0	0.0323957
9	0	4747	948	938	916.873	1093.6	1176.36	-0.155301	0.658464	0.334045	-0.072351	0.308883	-0.0648934	430	0	100	1	0.133375	0.223088	0.113201	0.113221	0.0169968	1301	nan	nan	nan
9	1	6371	1311	1298	1230.55	1213.25	1197.7	0.0217438	-0.0480288	-0.135654	-0.172308	-0.125681	-0.150548	612	0	100	1	0.0800628	0.140166	0.0931682	0.0931881	0.0133447	2558	2773	0	0.0401311
0	0	4816	847	841	930.201	1088.16	1169.76	-0.150928	0.580117	0.523031	0.301122	0.490103	0.270891	456	0	97	0.999394	0.128557	0.21387	0.111227	0.111239	0.0169023	1330	nan	nan	nan
0	1	6325	1269	1247	1221.66	1210.61	1233.27	-0.0319114	-0.0309045	-0.0586668	-0.0651965	-0.0683493	-0.0780201	599	0	95	0.99899	0.0801708	0.142609	0.0937081	0.093742	0.0145146	2524	2737	0	0.040833
1	0	4959	1008	996	957.821	1092.34	1173.97	-0.146621	0.479796	0.198003	-0.125183	0.180039	-0.115088	430	0	99	0.999798	0.119605	0.204477	0.108114	0.108137	0.0164097	1427	nan	nan	nan
1	1	6409	1210	1198	1237.89	1236.67	1188.88	0.0664338	-0.00334681	0.0615345	0.101283	0.0572324	0.0888588	593	0	99	0.999798	0.0802122	0.141208	0.0946015	0.0946197	0.0142177	2583	2818	0	0.0395166
2	0	5147	896	886	994.133	1168.74	1277.53	-0.188275	0.600052	0.559934	0.341649	0.517568	0.296172	503	0	98	0.999596	0.139914	0.233534	0.111803	0.111822	0.0160357	1424	nan	nan	nan
2	1	6395	1178	1166	1235.18	1276.81	1288.79	-0.0166947	0.11515	0.176695	0.176059	0.163592	0.153586	617	0	98	0.999596	0.0932124	0.161689	0.0979972	0.0980154	0.0151587	2424	2960	0	0.0450356
3	0	4730	878	864	913.59	1085.53	1189.14	-0.195117	0.642928	0.477292	0.170436	0.432386	0.133492	450	0	99	0.999798	0.13745	0.22833	0.112901	0.11293	0.0167736	1236	nan	nan	nan
3	1	6332	1347	1325	1223.01	1219.02	1200.32	0.0263089	-0.0111673	-0.170684	-0.26212	-0.171085	-0.248579	601	0	99	0.999798	0.0829253	0.142293	0.0941429	0.094177	0.0143525	2525	2803	0	0.0396629
4	0	4744	895	882	916.294	1017.1	1269.19	-0.473304	0.375826	0.290219	0.117519	0.261186	0.0907246	439	0	100	1	0.139996	0.235245	0.105324	0.10535	0.0176202	1329	nan	nan	nan
4	1	6139	1239	1232	1185.74	1220.2	1189.53	0.0445118	0.0993294	-0.0195917	-0.122632	-0.00986974	-0.09482	593	0	97	0.999394	0.0865103	0.150187	0.0973745	0.0973857	0.0152444	2459	2759	0	0.0547044
5	0	5254	937	918	1014.8	1171.89	1276.66	-0.177637	0.528863	0.49258	0.299637	0.439654	0.236178	511	0	100	1	0.115934	0.193186	0.109751	0.109785	0.0162854	1453	nan	nan	nan
5	1	6066	1093	1082	1171.64	1231.37	1251.51	-0.0295778	0.174219	0.251092	0.240444	0.232829	0.210267	598	0	94	0.998788	0.0877164	0.150676	0.0997123	0.0997299	0.0157717	2118	2990	0	0.0352565
6	0	4802	825	819	927.497	1134.61	1217.63	-0.153985	0.76288	0.66984	0.367325	0.625889	0.328212	436	0	98	0.999596	0.14497	0.246147	0.116429	0.116442	0.0182757	1222	nan	nan	nan
6	1	6397	1265	1251	1235.57	1292.64	1239.71	0.0737183	0.157827	0.0663754	-0.0392615	0.0595792	-0.037365	645	0	97	0.999394	0.0914634	0.160388	0.0990705	0.0990916	0.0145944	2506	2881	0	0.0447692
7	0	4712	881	853	910.113	1025.84	1179.47	-0.290402	0.434401	0.373818	0.197039	0.308315	0.114531	438	0	99	0.999798	0.123753	0.209253	0.106996	0.107052	0.0160609	1294	nan	nan	nan
7	1	5967	1173	1156	1152.51	1154.45	1216.38	-0.0924503	0.00574834	-0.00264361	-0.00950571	-0.0108068	-0.020896	563	0	99	0.999798	0.0931948	0.159879	0.0947822	0.09481	0.0145877	2324	2703	0	0.0373038
8	0	4723	847	835	912.238	1091.38	1205.57	-0.215352	0.670863	0.553202	0.265851	0.506182	0.222085	452	0	100	1	0.139136	0.232479	0.113754	0.113778	0.018157	1261	nan	nan	nan
8	1	6191	1155	1141	1195.78	1184.08	1243.77	-0.0858966	-0.0334191	0.0709623	0.143986	0.0620879	0.120375	603	0	97	0.999394	0.087399	0.15151	0.0937737	0.0937959	0.0144229	2420	2787	0	0.0438583
9	0	4494	873	856	868.007	1041.47	1165.99	-0.246777	0.682668	0.420536	0.0434244	0.372774	0.0118316	429	0	94	0.998384	0.148231	0.239875	0.113945	0.113981	0.0190723	1186	nan	nan	nan
9	1	6210	1255	1244	1199.45	1233.1	1107.18	0.180651	0.0958706	-0.017894	-0.116744	-0.014239	-0.0986152	607	0	99	0.999798	0.0824609	0.142512	0.0972695	0.0972869	0.0140054	2569	2682	0	0.0468955
0	0	4920	860	855	950.288	1087.95	1124.54	-0.0662448	0.494894	0.482565	0.3149	0.454625	0.286061	466	0	95	0.99899	0.121569	0.205691	0.108826	0.108836	0.0177449	1390	nan	nan	nan
0	1	6156	1252	1233	1189.02	1201.62	1137.47	0.092847	0.0362223	-0.0519725	-0.116258	-0.0581723	-0.116736	609	0	100	1	0.0813972	0.141975	0.0955735	0.0956035	0.0138814	2381	2791	0	0.0397858
1	0	4799	893	868	926.917	1122.35	1193.1	-0.131315	0.720303	0.54016	0.199593	0.469483	0.127062	461	0	99	0.999798	0.134848	0.22588	0.115084	0.115134	0.0168058	1275	nan	nan	nan
1	1	6142	1134	1122	1186.31	1242.14	1209.7	0.0470499	0.160784	0.199452	0.170394	0.184014	0.147593	592	0	100	1	0.0893991	0.15858	0.0992825	0.0993014	0.0146677	2345	2831	0	0.031634
2	0	4549	732	731	878.63	1055.34	1086.86	-0.0616989	0.68707	0.726559	0.52749	0.68723	0.481543	426	0	96	0.999192	0.130607	0.220488	0.114396	0.114398	0.0182291	1293	nan	nan	nan
2	1	6232	1267	1246	1203.7	1119.66	1180.88	-0.0875117	-0.238545	-0.206717	-0.11046	-0.204415	-0.115706	578	0	97	0.999394	0.0741454	0.132702	0.0878089	0.0878424	0.0139005	2603	2650	0	0.0329706
3	0	5067	842	838	978.681	1171.79	1312.96	-0.248161	0.67412	0.671456	0.451477	0.631195	0.407603	486	0	98	0.999596	0.135018	0.223406	0.113974	0.113982	0.016376	1315	nan	nan	nan
3	1	6481	1261	1253	1251.79	1303.81	1220.68	0.114276	0.141986	0.0799456	-0.00303344	0.0808936	0.00747651	621	0	99	0.999798	0.083179	0.145039	0.0986529	0.0986651	0.0146879	2435	2980	0	0.0315636
4	0	4773	833	823	921.895	1106.46	1139.94	-0.062472	0.683955	0.605254	0.336844	0.558231	0.289885	459	0	97	0.999192	0.1228	0.210978	0.114171	0.114192	0.0168975	1290	nan	nan	nan
4	1	6347	1336	1319	1225.91	1194.38	1224.55	-0.0423605	-0.0878962	-0.20023	-0.238689	-0.191177	-0.217056	630	0	100	1	0.0778443	0.13786	0.0919951	0.0920214	0.0136397	2534	2820	0	0.0379489
5	0	5007	854	851	967.092	1086	1183.39	-0.173254	0.42007	0.478384	0.377012	0.454287	0.345758	462	0	99	0.999798	0.125449	0.204913	0.106749	0.106755	0.0169689	1348	nan	nan	nan
5	1	6370	1380	1360	1230.35	1172.55	1173.33	-0.00109346	-0.160535	-0.300087	-0.331229	-0.287595	-0.303735	606	0	99	0.999798	0.0756791	0.129984	0.0898827	0.0899135	0.0141498	2459	2920	0	0.0304348
6	0	5161	882	876	996.837	1160.54	1237.29	-0.132468	0.561078	0.561988	0.380757	0.526551	0.341056	491	0	99	0.999798	0.119961	0.202093	0.110735	0.110747	0.0171149	1376	nan	nan	nan
6	1	6296	1155	1148	1216.06	1220.41	1265.73	-0.0641188	0.0122366	0.117287	0.175919	0.115642	0.164248	601	0	97	0.999394	0.0837172	0.14676	0.0950958	0.0951067	0.0148832	2317	2986	0	0.0384127
7	0	4569	853	845	882.493	1011.8	1155.19	-0.279502	0.500566	0.372024	0.133381	0.346257	0.118414	438	0	99	0.999798	0.131786	0.217115	0.108866	0.108883	0.0174448	1219	nan	nan	nan
7	1	6194	1285	1275	1196.36	1167.42	1151.59	0.0227651	-0.0826548	-0.177109	-0.206607	-0.15995	-0.174262	617	0	99	0.999798	0.0757307	0.133516	0.0921754	0.0921911	0.0137887	2522	2690	0	0.0421883
8	0	4632	914	892	894.661	1023.72	1134.26	-0.212559	0.492794	0.289787	0.00933978	0.242611	-0.0313305	438	0	100	1	0.134528	0.227116	0.108541	0.108588	0.0159972	1322	nan	nan	nan
8	1	5948	1195	1162	1148.84	1144.78	1213.37	-0.102731	-0.0120988	-0.0295257	-0.0359877	-0.0608671	-0.0818916	574	0	96	0.999192	0.0916428	0.159045	0.094237	0.094291	0.0153511	2374	2672	0	0.0375157
9	0	4763	968	939	919.964	994.448	1229.33	-0.43924	0.276595	0.118641	-0.0649741	0.071719	-0.114602	443	0	98	0.999596	0.122008	0.207222	0.102373	0.102432	0.0166014	1330	nan	nan	nan
9	1	6016	1089	1086	1161.98	1198.3	1159.54	0.0574038	0.106809	0.190339	0.205497	0.188984	0.198524	592	0	97	0.999394	0.078138	0.137134	0.0977926	0.0977975	0.0150819	2360	2751	0	0.051782
0	0	4862	807	790	939.085	1117.84	1240.71	-0.225099	0.650286	0.687219	0.498539	0.620213	0.41026	459	0	97	0.999394	0.136803	0.227273	0.113309	0.113343	0.0183567	1263	nan	nan	nan
0	1	6229	1267	1257	1203.12	1230.11	1199.53	0.0437287	0.0766432	-0.0440279	-0.140764	-0.0367896	-0.117086	600	0	98	0.999596	0.083815	0.147857	0.09672	0.096735	0.0149575	2360	2861	0	0.0415242
1	0	4479	759	743	865.11	1011.13	1142.99	-0.262208	0.576592	0.609995	0.443093	0.5482	0.361183	434	0	95	0.998384	0.140464	0.236437	0.111189	0.111224	0.0182352	1286	nan	nan	nan
1	1	6191	1179	1170	1195.78	1148.14	1184.67	-0.0525653	-0.136128	-0.0360054	0.0677598	-0.029139	0.0657188	586	0	98	0.999596	0.0830372	0.144565	0.0908329	0.0908472	0.0146066	2626	2591	0	0.0401222
2	0	4495	898	874	868.2	1018.58	1274.47	-0.50701	0.591715	0.327762	-0.020971	0.272506	-0.0659024	397	0	99	0.999798	0.163996	0.263181	0.111317	0.111369	0.0182262	1239	nan	nan	nan
2	1	6133	1134	1112	1184.58	1232.95	1277.01	-0.0639981	0.139536	0.201096	0.192564	0.170115	0.143773	583	0	99	0.999798	0.0994781	0.169085	0.0986779	0.0987131	0.0146376	2552	2615	0	0.0564394
3	0	4766	787	784	920.543	1052.52	1148.53	-0.179446	0.489769	0.574178	0.465756	0.542369	0.422253	468	0	99	0.999798	0.117733	0.199748	0.108772	0.108779	0.0160641	1398	nan	nan	nan
3	1	6177	1165	1160	1193.08	1175.79	1122.82	0.0763908	-0.049516	0.026059	0.0871333	0.0343589	0.0915878	597	0	97	0.999394	0.0743199	0.131455	0.0932983	0.0933062	0.0143624	2510	2733	0	0.0417852
4	0	4434	787	776	856.418	977.651	1103.96	-0.253721	0.483571	0.4634	0.294757	0.42327	0.248	424	0	98	0.999596	0.123167	0.209292	0.108478	0.108502	0.017655	1272	nan	nan	nan
4	1	5909	1251	1232	1141.31	1104.06	1135.64	-0.0476093	-0.111524	-0.220765	-0.24971	-0.215195	-0.234185	588	0	100	1	0.0753216	0.133525	0.0913201	0.0913513	0.0144802	2464	2588	0	0.034207
5	0	4397	857	848	849.272	971.694	1118.93	-0.298237	0.49242	0.286638	0.00470006	0.26502	0.00272334	443	0	100	1	0.132848	0.218786	0.10856	0.108579	0.0178944	1222	nan	nan	nan
5	1	5967	1234	1202	1152.51	1130.48	1128.65	0.00273204	-0.0653219	-0.122211	-0.134939	-0.144542	-0.165015	587	0	99	0.999798	0.079115	0.136752	0.0926776	0.0927294	0.0141408	2490	2553	0	0.0517787
6	0	4887	765	760	943.914	1191.51	1179.8	0.0213385	0.896131	0.899923	0.611872	0.840046	0.543321	486	0	98	0.999596	0.139173	0.233477	0.120346	0.120356	0.0177954	1289	nan	nan	nan
6	1	6478	1126	1121	1251.21	1319.22	1257.69	0.0846209	0.185722	0.312043	0.327144	0.298619	0.300058	633	0	99	0.999798	0.0864598	0.150355	0.100097	0.100104	0.0151853	2557	2897	0	0.038527
7	0	4723	826	816	912.238	1101.14	1113.89	-0.0240294	0.707435	0.615272	0.331249	0.567353	0.284727	459	0	98	0.999596	0.120923	0.203261	0.114833	0.114853	0.0180819	1239	nan	nan	nan
7	1	6378	1296	1276	1231.9	1218.02	1104.65	0.158371	-0.0384896	-0.0927003	-0.112533	-0.0964391	-0.114203	615	0	98	0.999394	0.074016	0.129664	0.0934617	0.0934927	0.0142991	2537	2818	0	0.0380981
8	0	4744	905	885	916.294	1078.9	1252.23	-0.325419	0.606265	0.41655	0.107238	0.364642	0.061027	451	0	97	0.999394	0.137466	0.230818	0.111816	0.111857	0.0172588	1317	nan	nan	nan
8	1	6188	1148	1126	1195.2	1228.78	1208.33	0.0294418	0.0960027	0.169369	0.181977	0.141041	0.135049	613	0	98	0.999596	0.0858251	0.148352	0.0974451	0.0974797	0.0152302	2457	2793	0	0.0491672
9	0	4770	833	830	921.316	1106.15	1224.58	-0.221154	0.685356	0.59	0.311223	0.557952	0.288338	443	0	96	0.999192	0.146781	0.242558	0.114212	0.114218	0.0185119	1271	nan	nan	nan
9	1	6461	1271	1266	1247.93	1264.58	1187.96	0.105651	0.045597	-0.00223873	-0.0455202	0.00921237	-0.02284	603	0	99	0.999798	0.0854489	0.151525	0.0959059	0.0959134	0.0143274	2591	2804	0	0.0351261
0	0	4898	763	750	946.039	1120.42	1130.49	-0.0183266	0.629711	0.770778	0.650751	0.704735	0.554032	442	0	96	0.999192	0.131101	0.21764	0.112825	0.112851	0.0174643	1281	nan	nan	nan
0	1	6284	1145	1131	1213.74	1185.83	1109.56	0.10813	-0.0785738	0.0889775	0.214277	0.078705	0.181745	588	0	99	0.999798	0.085787	0.149268	0.0925415	0.092563	0.0143562	2398	2893	0	0.029275
1	0	4503	792	789	869.745	1075.55	1089.52	-0.027618	0.808354	0.648444	0.291441	0.611953	0.270682	421	0	96	0.999192	0.129276	0.218299	0.117674	0.11768	0.0179188	1223	nan	nan	nan
1	1	6263	1218	1198	1209.69	1175.75	1152.7	0.0327857	-0.0958673	-0.036233	0.0303638	-0.0454248	0.00879065	588	0	98	0.999596	0.0830406	0.146735	0.0919315	0.0919627	0.0144379	2626	2654	0	0.0385378
2	0	5029	861	853	971.341	1150.76	1123.03	0.0491169	0.631069	0.603499	0.382642	0.561048	0.336663	499	0	97	0.999394	0.115951	0.19825	0.11271	0.112726	0.0175019	1360	nan	nan	nan
2	1	6401	1307	1296	1236.34	1243.96	1148.22	0.133257	0.0210634	-0.0829046	-0.151686	-0.0738502	-0.12814	637	0	96	0.999192	0.075625	0.13326	0.0951379	0.0951548	0.0140774	2447	2915	0	0.0370944
3	0	4954	812	811	956.855	1101.59	1137.84	-0.0651861	0.516763	0.597854	0.478716	0.568256	0.439495	490	0	100	1	0.11488	0.195801	0.109548	0.10955	0.015655	1418	nan	nan	nan
3	1	5857	1084	1078	1131.27	1133.44	1133.45	-1.04474e-05	0.00656406	0.0965125	0.14797	0.0973522	0.14127	569	0	98	0.999596	0.0826503	0.14393	0.0949187	0.0949287	0.0145315	2153	2817	0	0.0260462
4	0	4782	914	890	923.634	1022.76	1267.24	-0.455365	0.36665	0.282943	0.114344	0.233125	0.0558702	433	0	99	0.999798	0.130307	0.219573	0.10504	0.105089	0.0184809	1358	nan	nan	nan
4	1	5994	1151	1142	1157.73	1181.34	1187.71	-0.00946416	0.0696881	0.0669238	0.0426974	0.0660466	0.0433314	594	0	99	0.999798	0.0814283	0.14331	0.0966343	0.0966491	0.0144892	2315	2789	0	0.0561684
5	0	4589	965	940	886.356	935.383	1046.56	-0.215773	0.188959	-0.0102516	-0.190009	-0.0411362	-0.213932	438	0	96	0.999192	0.108326	0.187405	0.0998229	0.0998759	0.0158574	1424	nan	nan	nan
5	1	5653	1068	1055	1091.87	1079.27	1039.56	0.0625673	-0.0394273	0.0437636	0.106089	0.0367187	0.0870092	552	0	97	0.999394	0.0757254	0.134088	0.0935833	0.0936052	0.014956	2280	2616	0	0.042318
6	0	4576	773	766	883.845	1099.15	1136.85	-0.0733934	0.832159	0.741883	0.418593	0.689819	0.368712	426	0	97	0.999394	0.137268	0.225087	0.118416	0.118431	0.0169974	1246	nan	nan	nan
6	1	5973	1088	1083	1153.67	1185.35	1151.7	0.0502001	0.0938298	0.174726	0.192519	0.171406	0.182509	584	0	99	0.999798	0.0875754	0.15118	0.097415	0.0974232	0.0148769	2387	2681	0	0.0346414
7	0	4987	828	826	963.229	1135.9	1168.49	-0.0582089	0.612421	0.633367	0.447435	0.59952	0.409579	468	0	98	0.999596	0.110108	0.191899	0.112233	0.112237	0.0175635	1299	nan	nan	nan
7	1	6371	1194	1182	1230.55	1230.52	1196.47	0.0476245	-6.25804e-05	0.0776675	0.124008	0.0719622	0.10839	638	0	100	1	0.0734694	0.130435	0.094706	0.0947246	0.0140542	2395	2934	0	0.0266911
8	0	4593	889	879	887.129	1009.31	1095.92	-0.167954	0.4705	0.289118	0.0287671	0.265955	0.0217442	450	0	99	0.999798	0.103659	0.17875	0.107949	0.107971	0.0166585	1360	nan	nan	nan
8	1	5935	1134	1120	1146.33	1163.64	1070.9	0.139206	0.0515926	0.0749768	0.0721917	0.0653171	0.0567995	564	0	98	0.999596	0.0763397	0.133951	0.0961313	0.0961544	0.0148608	2410	2604	0	0.041253
9	0	5152	822	806	995.098	1153.56	1271.29	-0.203552	0.544044	0.687642	0.596886	0.623679	0.500963	482	0	99	0.999798	0.134731	0.224767	0.110365	0.110395	0.0172442	1377	nan	nan	nan
9	1	6479	1210	1198	1251.41	1263.73	1253.7	0.013796	0.0336615	0.103464	0.134155	0.096128	0.117623	624	0	96	0.999192	0.0915406	0.158358	0.0956701	0.0956881	0.0149364	2466	2971	0	0.0399525
0	0	4748	870	865	917.067	1085.02	1157.67	-0.136283	0.625658	0.472255	0.178272	0.445516	0.167146	446	0	99	0.999798	0.138193	0.230413	0.112436	0.112447	0.017572	1285	nan	nan	nan
0	1	6343	1289	1278	1225.14	1225.65	1171.63	0.0758765	0.00142087	-0.0841666	-0.135628	-0.0752617	-0.114451	595	0	100	1	0.081047	0.138263	0.0945908	0.0946079	0.0137763	2542	2775	0	0.0343437
1	0	4945	776	767	955.117	1116.75	1183.75	-0.120692	0.578151	0.720877	0.618543	0.666432	0.537868	470	0	98	0.999394	0.114078	0.193124	0.111353	0.111371	0.0161133	1262	nan	nan	nan
1	1	6311	1247	1221	1218.96	1176.25	1224.01	-0.0674213	-0.119711	-0.0723052	-0.00526847	-0.0873581	-0.035144	588	0	98	0.999596	0.0751189	0.128823	0.0912257	0.0912657	0.0139149	2358	2932	0	0.0239239
