rep	pop	S	n1	next	theta	pi	thetaH	Hprime	tajd	fulif	fulid	fulifs	fulids	rm	rmmg	nhaps	hdiv	wallb	wallq	rosasrf	rosasru	zns	unique	shared	fixed	Fst
2	0	4579	839	818	884.425	1008.45	1227.05	-0.425205	0.479043	0.423828	0.23579	0.367187	0.167228	427	0	98	0.999596	0.123853	0.209216	0.1083	0.108344	0.01902	1118	nan	nan	nan
2	1	6051	1209	1202	1168.74	1160.75	1187.37	-0.0391981	-0.0233584	-0.069513	-0.0894432	-0.0565302	-0.0662999	588	0	98	0.999596	0.0829752	0.144439	0.0939319	0.0939433	0.0153779	2305	2792	0	0.0549433
3	0	5074	773	765	980.033	1146.8	1336.71	-0.333393	0.581366	0.766978	0.689141	0.711064	0.602461	463	0	99	0.999798	0.13976	0.236106	0.111494	0.111509	0.0179319	1243	nan	nan	nan
3	1	6391	1170	1168	1234.41	1292.99	1246.87	0.0642923	0.162158	0.199436	0.169108	0.199373	0.16961	615	0	99	0.999798	0.0816901	0.144735	0.0993366	0.0993397	0.014444	2293	3046	0	0.0408576
4	0	4852	637	634	937.154	1146.04	1226.6	-0.147884	0.761493	1.07556	1.01582	1.00444	0.899093	447	0	99	0.999798	0.143888	0.237428	0.116793	0.116799	0.0191488	1153	nan	nan	nan
4	1	6217	1121	1113	1200.8	1224.18	1219.11	0.00727274	0.0665373	0.182364	0.229821	0.174063	0.208483	586	0	99	0.999798	0.0974903	0.168088	0.0966608	0.0966733	0.0145451	2272	2957	0	0.0389601
5	0	4586	634	622	885.777	1087.96	1205.43	-0.228135	0.779772	1.0354	0.934917	0.948962	0.800875	435	0	98	0.999596	0.146347	0.240515	0.117244	0.117269	0.0199634	1007	nan	nan	nan
5	1	6342	1168	1156	1224.94	1236.55	1325.63	-0.12514	0.0323743	0.129519	0.176918	0.119676	0.15411	596	0	99	0.999798	0.0894181	0.154052	0.0956565	0.0956749	0.0145588	2447	2877	0	0.0357188
6	0	4489	722	707	867.041	1033.01	1099.72	-0.132365	0.653894	0.740018	0.579445	0.670201	0.482605	434	0	99	0.999798	0.127674	0.212965	0.113458	0.11349	0.0178283	1183	nan	nan	nan
6	1	5761	1086	1057	1112.73	1179.44	1175.94	0.00541502	0.204848	0.216686	0.157368	0.17124	0.0928959	556	0	100	1	0.0953125	0.164728	0.100489	0.100539	0.0155581	2227	2683	0	0.0322515
7	0	5036	741	724	972.693	1183.37	1285.36	-0.180402	0.739954	0.929739	0.803006	0.844564	0.675787	502	0	99	0.999798	0.132473	0.221009	0.116027	0.116059	0.017751	1119	nan	nan	nan
7	1	6373	1140	1131	1230.93	1268.67	1308.92	-0.0562713	0.104762	0.220292	0.255191	0.207925	0.228692	625	0	96	0.999192	0.0820778	0.144202	0.0977559	0.0977698	0.014815	2230	3127	0	0.0304267
8	0	4671	730	719	902.194	1046.05	1117.48	-0.136199	0.544734	0.713541	0.63754	0.654521	0.546826	445	0	96	0.999192	0.132762	0.221794	0.110419	0.110442	0.0184316	1182	nan	nan	nan
8	1	5673	1045	1034	1095.73	1109.12	1111.38	-0.00354352	0.0417708	0.13501	0.177014	0.124335	0.153547	541	0	98	0.999596	0.0865656	0.147717	0.0959279	0.0959466	0.0159248	1985	2788	0	0.0318411
9	0	4380	607	597	845.988	1060.43	1168.98	-0.220723	0.865906	1.07808	0.923816	0.991763	0.795995	421	0	99	0.999798	0.143868	0.239726	0.119676	0.119698	0.0198286	1002	nan	nan	nan
9	1	6237	1132	1129	1204.66	1217.05	1195.15	0.0312936	0.0351461	0.143965	0.197419	0.146175	0.19177	619	0	99	0.999798	0.082585	0.142536	0.0957627	0.0957674	0.0147891	2512	2760	0	0.0381126
0	0	4658	747	725	899.683	1061.06	1243.24	-0.34836	0.612768	0.735232	0.60961	0.652642	0.489262	428	0	97	0.999394	0.142152	0.238944	0.112302	0.112348	0.0194692	1071	nan	nan	nan
0	1	6357	1166	1151	1227.84	1211.15	1235.88	-0.0346478	-0.0464405	0.0964956	0.196719	0.0845475	0.164674	603	0	99	0.999798	0.0868471	0.152116	0.0934394	0.0934621	0.0147668	2417	2882	0	0.0399616
1	0	4699	736	721	907.602	1070.71	1221.23	-0.285309	0.613937	0.758433	0.645547	0.688287	0.541967	426	0	97	0.999394	0.135164	0.227708	0.112377	0.112407	0.018333	1175	nan	nan	nan
1	1	5914	1090	1083	1142.28	1208.95	1187.68	0.0320428	0.19943	0.217145	0.163081	0.207685	0.152119	565	0	98	0.999394	0.0879418	0.152519	0.100379	0.100391	0.0156512	2181	2846	0	0.0401267
2	0	5130	700	692	990.849	1152.42	1379.42	-0.394166	0.557089	0.914828	0.947343	0.846889	0.826443	463	0	98	0.999596	0.133359	0.225731	0.110965	0.11098	0.0190631	1192	nan	nan	nan
2	1	6217	1097	1091	1200.8	1296.07	1301.53	-0.00781583	0.271094	0.336357	0.287406	0.319599	0.262911	596	0	97	0.999394	0.0931467	0.161975	0.102481	0.10249	0.0152548	2054	3119	0	0.0348439
3	0	5184	796	776	1001.28	1175.06	1211.06	-0.0618459	0.592978	0.784682	0.706718	0.706023	0.58553	507	0	99	0.999798	0.125603	0.210841	0.111809	0.111846	0.0177085	1264	nan	nan	nan
3	1	6228	1169	1149	1202.93	1214.9	1225.62	-0.0153324	0.0340232	0.107904	0.140903	0.0874799	0.10431	604	0	100	1	0.0899309	0.15623	0.0956714	0.0957026	0.0151631	2116	3088	0	0.0267389
4	0	4622	718	709	892.73	1070.59	1123.67	-0.102275	0.680627	0.79724	0.646153	0.735945	0.560042	438	0	97	0.999394	0.127245	0.213977	0.11427	0.114289	0.0184688	1182	nan	nan	nan
4	1	5875	1152	1141	1134.74	1115.37	1150.79	-0.0537038	-0.0583294	-0.0444759	-0.0173241	-0.0404235	-0.0139017	577	0	99	0.999798	0.0806946	0.141957	0.0929755	0.0929937	0.0143606	2228	2776	0	0.0324455
5	0	4779	742	722	923.054	1019.15	1144.65	-0.233904	0.355654	0.633682	0.683949	0.563024	0.561248	426	0	98	0.999596	0.117204	0.201925	0.105088	0.105128	0.0176718	1267	nan	nan	nan
5	1	5753	1054	1037	1111.18	1117.61	1125.65	-0.0124486	0.0197603	0.142853	0.209774	0.121906	0.167609	551	0	97	0.999394	0.0822323	0.144794	0.0953126	0.0953414	0.0150227	2046	2832	0	0.035257
6	0	4809	630	619	928.849	1131.88	1223.42	-0.169552	0.746729	1.08692	1.0475	0.999171	0.903037	462	0	95	0.99899	0.131864	0.226242	0.11638	0.116402	0.0193523	1174	nan	nan	nan
6	1	6292	1218	1205	1215.29	1244.18	1177.8	0.0939898	0.0812359	0.0634981	0.0266067	0.0576738	0.0214288	601	0	99	0.999798	0.0840884	0.147807	0.0969434	0.0969638	0.0144632	2375	2899	0	0.034631
7	0	4897	621	610	945.846	1153.35	1170.51	-0.0311995	0.749504	1.13086	1.11507	1.03993	0.962153	450	0	98	0.999596	0.129289	0.220543	0.116498	0.11652	0.0175574	1211	nan	nan	nan
7	1	6066	1114	1102	1171.64	1189.25	1219.27	-0.0440893	0.0513766	0.146667	0.186795	0.134722	0.16146	564	0	98	0.999596	0.0905194	0.156116	0.0961999	0.0962193	0.0151396	2170	2937	0	0.0260987
8	0	4857	844	815	938.12	1131.04	1221.52	-0.165923	0.702568	0.663179	0.412132	0.57525	0.300518	434	0	99	0.999798	0.132002	0.220712	0.114712	0.114769	0.018999	1162	nan	nan	nan
8	1	6208	1025	1011	1199.06	1236.21	1205.45	0.0441484	0.105858	0.369924	0.492968	0.337462	0.422824	551	0	94	0.998586	0.0892541	0.1548	0.0979256	0.0979475	0.0163662	2260	2945	0	0.0374959
9	0	4742	745	727	915.908	1105.02	1158.23	-0.0999379	0.705383	0.812422	0.647622	0.732711	0.535254	439	0	99	0.999798	0.128454	0.21531	0.114954	0.114991	0.0185202	1188	nan	nan	nan
9	1	6114	1167	1151	1180.91	1224.33	1182.68	0.060695	0.125648	0.122301	0.0795958	0.10676	0.0595744	603	0	99	0.999798	0.0804842	0.140334	0.0982288	0.0982542	0.0149643	2293	2881	0	0.0388761
0	0	4880	764	752	942.562	1146.82	1116.48	0.0553807	0.740325	0.824577	0.634895	0.756567	0.543042	487	0	97	0.999394	0.107604	0.180943	0.11595	0.115973	0.0177148	1243	nan	nan	nan
0	1	6103	1259	1257	1178.78	1185.7	1103.81	0.11954	0.0200608	-0.119122	-0.208548	-0.094095	-0.157805	607	0	99	0.999798	0.0685021	0.121416	0.0950885	0.0950917	0.0142864	2230	2911	0	0.0275283
1	0	4826	790	758	932.132	1095.27	1154.77	-0.109808	0.597915	0.712258	0.58662	0.613593	0.442436	433	0	99	0.999798	0.135959	0.230419	0.111855	0.111917	0.018137	1225	nan	nan	nan
1	1	6157	1234	1224	1189.21	1202.95	1160.91	0.0608327	0.0394727	-0.0348619	-0.0919424	-0.0287461	-0.0750524	586	0	99	0.999798	0.0856075	0.149911	0.0956964	0.0957122	0.0143329	2330	2873	0	0.041296
2	0	5100	798	783	985.055	1129.11	1193.7	-0.112808	0.499625	0.691741	0.64426	0.628748	0.544338	480	0	98	0.999596	0.119827	0.208039	0.10914	0.109169	0.0172882	1316	nan	nan	nan
2	1	6246	1142	1136	1206.4	1216.59	1103.57	0.161212	0.0288616	0.131575	0.183426	0.13027	0.172885	602	0	99	0.999798	0.0807046	0.14121	0.0955682	0.0955776	0.0141638	2275	3035	0	0.0285531
3	0	4788	709	698	924.793	1071.89	1201.36	-0.240859	0.54339	0.795837	0.770062	0.730635	0.662468	469	0	97	0.999394	0.127637	0.213241	0.110464	0.110486	0.0189908	1179	nan	nan	nan
3	1	6349	1325	1283	1226.3	1215.83	1246.17	-0.0425819	-0.0291716	-0.10789	-0.145346	-0.142927	-0.191692	629	0	100	1	0.0825457	0.149	0.0936779	0.0937416	0.0145471	2443	2917	0	0.039059
4	0	4869	710	705	940.438	1142.97	1125.76	0.0314814	0.735732	0.916759	0.786171	0.854618	0.694317	455	0	96	0.999192	0.118529	0.204559	0.11592	0.11593	0.0175722	1235	nan	nan	nan
4	1	6124	1124	1114	1182.84	1193.83	1138.92	0.0798869	0.0317548	0.132923	0.182913	0.125228	0.162963	624	0	100	1	0.0782296	0.140921	0.0956465	0.0956619	0.0148473	2277	2926	0	0.0348588
5	0	5062	781	769	977.715	1167.94	1199.78	-0.056027	0.664699	0.803298	0.670473	0.737436	0.575097	458	0	99	0.999798	0.138708	0.229158	0.113832	0.113855	0.0179082	1189	nan	nan	nan
5	1	6280	1169	1155	1212.97	1215.68	1240.3	-0.0349388	0.0076241	0.0985238	0.150218	0.0879201	0.126225	593	0	99	0.999798	0.0923714	0.159395	0.0949407	0.0949619	0.0153058	2175	3103	0	0.0332933
6	0	4503	713	704	869.745	1038.33	1064.48	-0.0517094	0.662159	0.756563	0.598239	0.698009	0.517807	413	0	99	0.999798	0.133274	0.223851	0.113716	0.113736	0.0169531	1253	nan	nan	nan
6	1	5761	1178	1162	1112.73	1115.44	1116.64	-0.00185562	0.00833642	-0.0823995	-0.13915	-0.0833719	-0.132216	540	0	98	0.999596	0.0930556	0.161604	0.0947778	0.094805	0.0146569	2274	2629	0	0.0363214
7	0	4759	747	729	919.191	1019.27	1214.32	-0.365062	0.37196	0.621611	0.649703	0.555794	0.537246	451	0	99	0.999798	0.126524	0.211179	0.105528	0.105564	0.0171547	1199	nan	nan	nan
7	1	6160	1193	1169	1189.79	1159.35	1200.13	-0.0589805	-0.0874331	-0.0159796	0.0549242	-0.0333597	0.0201633	587	0	98	0.999596	0.0803702	0.141721	0.0921772	0.0922155	0.0150676	2360	2882	0	0.036803
8	0	4964	674	655	958.787	1168.28	1215.05	-0.0839174	0.746485	1.0539	0.995067	0.95441	0.835868	457	0	97	0.999394	0.124521	0.213135	0.116325	0.116362	0.0181089	1224	nan	nan	nan
8	1	6224	1187	1179	1202.15	1230.9	1267.18	-0.0519254	0.0817155	0.0850348	0.0605355	0.0847683	0.0618334	597	0	96	0.999192	0.0806685	0.143798	0.0969863	0.0969991	0.0149094	2256	3015	0	0.0325763
9	0	4793	793	774	925.758	1043.29	1294.59	-0.467018	0.433705	0.572587	0.514752	0.509393	0.417729	430	0	98	0.999596	0.142321	0.236178	0.107191	0.107229	0.0178633	1258	nan	nan	nan
9	1	6130	1166	1142	1184	1221.15	1306.91	-0.124635	0.107223	0.131663	0.111483	0.103101	0.0688987	595	0	100	1	0.0988742	0.172431	0.0977133	0.0977514	0.0152053	2352	2835	0	0.0650517
0	0	4746	646	641	916.68	1078.9	1190.38	-0.20922	0.60454	0.940306	0.944306	0.875302	0.831003	432	0	97	0.999394	0.139937	0.230721	0.112309	0.112319	0.0189522	1157	nan	nan	nan
0	1	6050	1139	1116	1168.55	1161.44	1198.99	-0.0552906	-0.0207813	0.0765809	0.141322	0.0528916	0.0963542	552	0	96	0.999192	0.095057	0.162479	0.0941177	0.0941543	0.0155105	2217	2876	0	0.0381687
1	0	4898	669	656	946.039	1139.64	1264.09	-0.226321	0.699144	1.00639	0.962785	0.92151	0.824439	456	0	97	0.999394	0.138656	0.230298	0.114979	0.115004	0.0194334	1192	nan	nan	nan
1	1	6325	1132	1123	1221.66	1223.12	1269.2	-0.0649029	0.00408881	0.161422	0.253851	0.15322	0.227381	621	0	95	0.99899	0.0852309	0.148933	0.09491	0.0949238	0.0153604	2331	3001	0	0.0401631
2	0	5040	722	715	973.466	1174.87	1203.56	-0.05071	0.706821	0.930012	0.833901	0.863237	0.730556	487	0	100	1	0.124231	0.213294	0.115128	0.115141	0.0177489	1217	nan	nan	nan
2	1	6259	1178	1169	1208.91	1237.78	1185.81	0.0739742	0.0815993	0.112062	0.103775	0.108161	0.0971446	584	0	99	0.999798	0.085171	0.150184	0.097007	0.097021	0.014549	2213	3045	0	0.0244164
3	0	4707	658	656	909.148	1079.48	1152.08	-0.137372	0.640043	0.916865	0.874277	0.859848	0.779177	459	0	99	0.999798	0.117297	0.19864	0.113276	0.11328	0.0184746	1220	nan	nan	nan
3	1	5884	1124	1117	1136.48	1140.12	1113.51	0.0402834	0.0109397	0.0400658	0.0538725	0.0439855	0.0574103	589	0	100	1	0.0783614	0.137322	0.0949824	0.094994	0.0151734	2198	2844	0	0.0337243
4	0	4728	635	633	913.204	1117.78	1127.21	-0.0177587	0.765314	1.04494	0.963439	0.978169	0.85647	441	0	97	0.999394	0.126296	0.211294	0.11687	0.116875	0.0182323	1260	nan	nan	nan
4	1	6040	1141	1136	1166.61	1170.61	1172.1	-0.00218951	0.0117082	0.0584299	0.0824725	0.0642444	0.0872912	575	0	99	0.999798	0.0874317	0.150993	0.0950254	0.0950335	0.0149549	2309	2781	0	0.0362125
5	0	4825	730	721	931.939	1108.54	1174.83	-0.122375	0.647389	0.818586	0.710762	0.756129	0.617161	422	0	96	0.99899	0.130597	0.21513	0.113369	0.113387	0.018713	1325	nan	nan	nan
5	1	5893	1027	1018	1138.22	1200.9	1170.09	0.0465786	0.188157	0.316455	0.331923	0.295617	0.293567	557	0	96	0.999192	0.0933469	0.161548	0.100159	0.100174	0.0156988	2186	2829	0	0.0341768
6	0	4828	674	666	932.518	1140.03	1241.99	-0.188104	0.760224	1.00065	0.897483	0.925907	0.781909	471	0	95	0.99899	0.131759	0.218931	0.116676	0.116692	0.0194459	1236	nan	nan	nan
6	1	5942	1074	1059	1147.69	1188.49	1313.53	-0.187467	0.121484	0.222201	0.242842	0.199356	0.202325	570	0	99	0.999798	0.0969534	0.166106	0.0982116	0.0982358	0.0151222	2166	2871	0	0.0363378
7	0	4577	686	685	884.038	1091.8	1089.55	0.00436761	0.80284	0.905702	0.706842	0.852406	0.636997	437	0	100	1	0.131556	0.221542	0.117777	0.117779	0.0182319	1185	nan	nan	nan
7	1	6079	1053	1042	1174.15	1175.1	1154.59	0.0300552	0.00278224	0.223261	0.353722	0.206388	0.308468	562	0	96	0.999192	0.0822639	0.144432	0.0949303	0.0949481	0.0149246	2353	2751	0	0.0352115
8	0	4626	725	712	893.503	1092.42	1197.08	-0.201511	0.760521	0.838016	0.63777	0.765748	0.540619	429	0	97	0.999394	0.139027	0.231301	0.116514	0.116541	0.0188123	1135	nan	nan	nan
8	1	6288	1112	1104	1214.51	1220.96	1234.84	-0.0196652	0.0181317	0.189674	0.286018	0.180653	0.257376	619	0	97	0.999394	0.0846191	0.146469	0.0953295	0.0953418	0.0149009	2475	2828	0	0.0388115
9	0	4776	669	662	922.475	1110.83	1177.53	-0.124383	0.697566	0.957755	0.886641	0.887967	0.775218	440	0	98	0.999596	0.123979	0.212102	0.114898	0.114913	0.0180422	1214	nan	nan	nan
9	1	6062	1140	1129	1170.86	1191.62	1156.14	0.0521357	0.0605639	0.105325	0.11237	0.098334	0.0992832	571	0	98	0.999596	0.0793598	0.139723	0.0964159	0.0964335	0.0149984	2278	2851	0	0.034307
0	0	4804	665	662	927.883	1105.48	1211.87	-0.197262	0.653881	0.940828	0.899797	0.880058	0.798466	451	0	100	1	0.127004	0.211074	0.11368	0.113686	0.0177334	1195	nan	nan	nan
0	1	6191	1160	1155	1195.78	1210.48	1239.69	-0.0420317	0.0419976	0.0913741	0.107187	0.094852	0.108988	602	0	98	0.999596	0.0840065	0.145049	0.0958988	0.0959067	0.0149831	2281	2925	0	0.0371752
1	0	4871	695	681	940.824	1132.64	1264.61	-0.24131	0.696542	0.945001	0.867247	0.863055	0.73855	466	0	100	1	0.140657	0.230138	0.114847	0.114875	0.0190739	1166	nan	nan	nan
1	1	6220	1122	1111	1201.38	1224.34	1266.41	-0.0602558	0.0652991	0.18581	0.236459	0.172709	0.207443	611	0	97	0.999394	0.0884387	0.151125	0.0966257	0.0966428	0.0152494	2294	2971	0	0.0344822
2	0	4896	832	814	945.653	1105.89	1187.35	-0.148198	0.578875	0.607619	0.437199	0.545033	0.354563	450	0	98	0.999596	0.134014	0.223856	0.111253	0.111288	0.0186324	1255	nan	nan	nan
2	1	5898	1004	1000	1139.19	1170.83	1179.27	-0.0127598	0.0948987	0.295314	0.383961	0.283653	0.350625	568	0	93	0.998586	0.0951331	0.164802	0.0975647	0.0975713	0.0155164	2079	2913	0	0.0328199
3	0	4753	649	646	918.032	1193.07	1221.94	-0.0540894	1.0235	1.17302	0.930444	1.09524	0.824939	451	0	97	0.999394	0.15888	0.258784	0.124148	0.124154	0.0193763	1125	nan	nan	nan
3	1	6321	1111	1102	1220.89	1302.3	1258.55	0.0616558	0.227841	0.323131	0.306089	0.302923	0.272627	588	0	98	0.999596	0.0969937	0.166113	0.101265	0.101279	0.0153149	2397	2857	0	0.0354897
4	0	4665	575	557	901.035	1130.51	1297.07	-0.318019	0.87002	1.25283	1.19882	1.13753	1.01207	431	0	98	0.999596	0.167882	0.273526	0.119943	0.119979	0.01955	1094	nan	nan	nan
4	1	6281	1157	1141	1213.16	1259.28	1347.2	-0.124703	0.129904	0.192036	0.186968	0.171478	0.153581	581	0	99	0.999798	0.103344	0.179748	0.0984148	0.0984396	0.0146556	2424	2850	0	0.0375281
5	0	5000	777	769	965.74	1143.15	1163.31	-0.0359191	0.627609	0.762706	0.639809	0.707172	0.559391	469	0	95	0.99899	0.125225	0.2114	0.11277	0.112786	0.0179229	1278	nan	nan	nan
5	1	6047	1018	1005	1167.97	1204.34	1150.69	0.0790384	0.10641	0.33613	0.438518	0.307418	0.377141	583	0	98	0.999596	0.092127	0.158591	0.0979062	0.0979273	0.0146746	2127	2958	0	0.0323753
6	0	4529	728	711	874.767	1013.66	1090.22	-0.150552	0.542406	0.680973	0.587721	0.611511	0.483967	427	0	98	0.999596	0.126104	0.214175	0.110311	0.110347	0.0179966	1218	nan	nan	nan
6	1	5728	1056	1040	1106.35	1130.4	1123.66	0.0104965	0.0742834	0.160915	0.188451	0.140301	0.151414	551	0	96	0.99899	0.0850358	0.150489	0.0968429	0.0968698	0.0164451	2209	2698	0	0.0349256
7	0	4586	686	683	885.777	1066.19	1105.77	-0.0768589	0.695806	0.851475	0.718711	0.797947	0.641144	446	0	97	0.999394	0.128244	0.218491	0.114754	0.114761	0.0170562	1160	nan	nan	nan
7	1	5943	1073	1045	1147.88	1126.62	1197.78	-0.10667	-0.0632721	0.140037	0.281659	0.102426	0.205126	592	0	99	0.999798	0.0841468	0.148073	0.0929926	0.0930387	0.0152635	2257	2804	0	0.0249135
8	0	4667	774	767	901.422	1075.04	1124.82	-0.0949927	0.657987	0.672636	0.468204	0.625559	0.412119	440	0	100	1	0.124518	0.210199	0.113525	0.113539	0.0179234	1204	nan	nan	nan
8	1	6068	1171	1157	1172.02	1172.03	1164.72	0.0107221	9.68105e-06	0.0252484	0.0402825	0.0198531	0.02988	595	0	99	0.999798	0.0781276	0.138926	0.0946549	0.0946776	0.0139921	2333	2808	0	0.0269733
9	0	4623	731	727	892.923	1026.47	1140.52	-0.21972	0.510939	0.660132	0.583403	0.619231	0.520901	423	0	99	0.999798	0.135223	0.231235	0.109445	0.109454	0.0179428	1233	nan	nan	nan
9	1	5867	1121	1096	1133.2	1098.2	1123.4	-0.0382614	-0.105532	0.00382152	0.103158	-0.0186873	0.0568153	550	0	98	0.999596	0.0847255	0.148969	0.0916945	0.0917353	0.0146499	2232	2749	0	0.0423595
0	0	4589	708	693	886.356	1089.41	1180.55	-0.176899	0.782593	0.880266	0.684875	0.800383	0.574989	435	0	97	0.999394	0.142546	0.236871	0.117163	0.117194	0.0194908	1132	nan	nan	nan
0	1	5942	1100	1088	1147.69	1186.84	1208.17	-0.031967	0.116582	0.169613	0.163433	0.155759	0.140639	581	0	98	0.999596	0.0843292	0.147762	0.0980295	0.0980489	0.0150496	2258	2810	0	0.0342214
1	0	4825	648	643	931.939	1123.49	1230.87	-0.19823	0.702191	1.01492	0.973585	0.944512	0.856606	469	0	99	0.999798	0.133499	0.224041	0.115087	0.115097	0.0179891	1204	nan	nan	nan
1	1	6302	1386	1374	1217.22	1186.63	1267.75	-0.114673	-0.0858565	-0.30318	-0.404861	-0.278466	-0.35011	609	0	100	1	0.0930011	0.161536	0.0919615	0.09198	0.0137619	2383	2897	0	0.0317118
2	0	4486	748	719	866.462	1050.92	1169.57	-0.235573	0.727223	0.753934	0.534255	0.654145	0.399449	427	0	99	0.999798	0.136009	0.227151	0.115478	0.11554	0.0184865	1145	nan	nan	nan
