rep	pop	S	n1	next	theta	pi	thetaH	Hprime	tajd	fulif	fulid	fulifs	fulids	rm	rmmg	nhaps	hdiv	wallb	wallq	rosasrf	rosasru	zns	unique	shared	fixed	Fst
9	0	4493	591	582	867.814	1068.33	1156.44	-0.174663	0.789313	1.10296	1.0339	1.01682	0.895322	425	0	99	0.999798	0.135129	0.22791	0.117582	0.117601	0.0194484	1016	nan	nan	nan
9	1	6147	1067	1065	1187.28	1178.57	1132.07	0.0673929	-0.0250595	0.1884	0.323705	0.18812	0.303382	611	0	98	0.999596	0.0795639	0.140394	0.09414	0.0941431	0.0146947	2372	2852	0	0.0404511
0	0	4550	651	636	878.823	1054.5	1143.16	-0.173544	0.682885	0.937269	0.86743	0.851949	0.732814	435	0	98	0.999596	0.132337	0.218242	0.11446	0.114492	0.0198114	1105	nan	nan	nan
0	1	5854	983	974	1130.69	1133.05	1133.13	-0.000114366	0.00714692	0.277024	0.435479	0.258339	0.383151	589	0	94	0.998788	0.0852554	0.148104	0.0951063	0.0951212	0.0152494	2172	2791	0	0.0421728
1	0	4659	545	535	899.876	1120.98	1172.37	-0.098236	0.83939	1.28174	1.27307	1.17994	1.10055	447	0	100	1	0.133104	0.21979	0.119139	0.11916	0.0200625	1113	nan	nan	nan
1	1	5814	1025	1014	1122.96	1189.22	1168.31	0.0320369	0.201604	0.30728	0.304912	0.283848	0.265025	561	0	97	0.999394	0.0901428	0.152391	0.100523	0.100541	0.0160626	2068	2866	0	0.0330512
2	0	4519	625	620	872.836	1080.92	1105.24	-0.0479318	0.814405	1.03934	0.909366	0.966906	0.800017	404	0	99	0.999798	0.14232	0.239434	0.11822	0.118231	0.019954	1132	nan	nan	nan
2	1	5803	1022	1013	1120.84	1128.22	1120.49	0.0118663	0.0224993	0.202436	0.302335	0.189792	0.2676	557	0	97	0.999394	0.0918649	0.163364	0.0954596	0.0954746	0.0153879	2228	2733	0	0.0371987
3	0	4574	607	596	883.459	1114.25	1134.74	-0.0399133	0.892405	1.15458	1.02152	1.06102	0.878912	431	0	98	0.999596	0.13361	0.230652	0.120484	0.120508	0.0206915	1038	nan	nan	nan
3	1	6093	1105	1093	1176.85	1213.54	1194.36	0.0280562	0.106535	0.201732	0.223932	0.185672	0.193759	591	0	95	0.99899	0.0853578	0.151649	0.097786	0.0978053	0.0151983	2277	2881	0	0.0435951
4	0	4369	503	499	843.864	1063.97	1105.87	-0.0854223	0.890992	1.31757	1.28275	1.22468	1.12635	413	0	99	0.999798	0.146749	0.24445	0.120616	0.120625	0.0194292	1077	nan	nan	nan
4	1	5766	1033	1031	1113.69	1135.6	1146.16	-0.0163246	0.067202	0.18495	0.233316	0.185245	0.224773	548	0	96	0.999192	0.0896791	0.153313	0.0966956	0.096699	0.0163215	2261	2694	0	0.0396454
5	0	4827	562	556	932.325	1190.44	1291.74	-0.186919	0.945814	1.33955	1.26751	1.24205	1.10841	459	0	97	0.999394	0.145669	0.243215	0.122151	0.122164	0.0200318	1040	nan	nan	nan
5	1	6077	934	930	1173.76	1256.67	1225.69	0.0454234	0.241366	0.548131	0.652697	0.516814	0.583739	589	0	98	0.999596	0.0915076	0.16077	0.101868	0.101875	0.0162342	2078	3016	0	0.0296027
6	0	4508	620	614	870.711	1018.7	1159.86	-0.2789	0.580615	0.914787	0.925547	0.849154	0.81088	410	0	99	0.999798	0.136898	0.227152	0.111619	0.111632	0.0181947	1162	nan	nan	nan
6	1	5557	938	925	1073.32	1092.08	1138.37	-0.0742042	0.0597003	0.30652	0.434183	0.278206	0.370741	532	0	97	0.999394	0.0943125	0.161598	0.0965843	0.096607	0.0159032	2034	2728	0	0.0300545
7	0	5015	639	629	968.637	1182.53	1152	0.0542171	0.754387	1.12499	1.10123	1.03691	0.953692	473	0	100	1	0.119665	0.20319	0.11663	0.11665	0.0186229	1195	nan	nan	nan
7	1	6067	980	973	1171.83	1185.42	1174.76	0.0156482	0.0396275	0.357007	0.533262	0.335562	0.473271	562	0	98	0.999596	0.0834158	0.146366	0.0960862	0.0960975	0.0152011	2075	3012	0	0.0261249
8	0	4906	611	600	947.584	1127.07	1207.3	-0.145663	0.647095	1.09496	1.15193	1.00644	0.994157	472	0	97	0.999394	0.120489	0.203628	0.113627	0.113649	0.0198615	1162	nan	nan	nan
8	1	6005	1044	1026	1159.85	1199.19	1261.59	-0.0925724	0.115896	0.294083	0.362692	0.260913	0.299494	592	0	99	0.999798	0.0892738	0.153039	0.0981223	0.0981517	0.0150023	2066	2971	0	0.0271886
9	0	4750	736	714	917.453	1121.32	1225.45	-0.195261	0.75912	0.873911	0.696316	0.781652	0.565679	446	0	98	0.999596	0.145294	0.242105	0.116498	0.116542	0.019181	1077	nan	nan	nan
9	1	6188	999	985	1195.2	1281.67	1214.03	0.0973768	0.247197	0.488868	0.552771	0.447391	0.474536	602	0	96	0.99899	0.0861484	0.152069	0.101956	0.101978	0.0168178	2266	2925	0	0.0384957
0	0	4619	571	565	892.151	1121.68	1227.21	-0.203504	0.878888	1.22815	1.15129	1.13887	1.00695	435	0	98	0.999596	0.138588	0.223858	0.120192	0.120204	0.0198116	1111	nan	nan	nan
0	1	6022	1072	1054	1163.14	1199.23	1229.76	-0.0451613	0.106031	0.245907	0.294888	0.216693	0.240865	586	0	100	1	0.0876931	0.150448	0.0977985	0.0978278	0.0145444	2239	2827	0	0.0345732
1	0	4829	709	681	932.712	1115.89	1239.12	-0.227314	0.670924	0.91783	0.847447	0.810592	0.680199	444	0	96	0.999192	0.135046	0.230897	0.114082	0.114139	0.0196152	1146	nan	nan	nan
1	1	5900	1030	1016	1139.57	1175	1220.51	-0.068718	0.106229	0.27478	0.340774	0.248984	0.289315	570	0	97	0.999394	0.092219	0.159831	0.0978428	0.0978655	0.0161089	2048	2939	0	0.0371436
2	0	4852	608	586	937.154	1190.69	1152.52	0.0700747	0.92425	1.27017	1.17666	1.1474	0.983305	450	0	98	0.999596	0.140177	0.238664	0.121456	0.1215	0.0206182	1111	nan	nan	nan
2	1	6096	1018	1000	1177.43	1278.84	1133.26	0.212761	0.294297	0.466418	0.473614	0.420562	0.396226	575	0	96	0.999192	0.0879409	0.153871	0.103233	0.103262	0.0165022	2133	2999	0	0.0284589
3	0	4812	733	714	929.428	1132.22	1217.74	-0.158316	0.745383	0.885757	0.727841	0.798849	0.602614	438	0	98	0.999596	0.134899	0.225062	0.116129	0.116168	0.0186699	1210	nan	nan	nan
3	1	5822	1053	1039	1124.51	1188.91	1265.01	-0.116441	0.195687	0.262533	0.23895	0.237917	0.200644	561	0	96	0.999192	0.101014	0.174682	0.10031	0.100333	0.0160961	2036	2891	0	0.0347954
4	0	4848	580	576	936.381	1161.37	1250.08	-0.162977	0.82087	1.23061	1.20857	1.14523	1.06322	459	0	97	0.999394	0.141943	0.237005	0.118589	0.118597	0.0205151	1165	nan	nan	nan
4	1	6025	905	890	1163.72	1249.78	1308.06	-0.0861704	0.252698	0.608881	0.739213	0.55552	0.632883	579	0	94	0.998788	0.0981076	0.170954	0.102224	0.102248	0.0160949	2115	2969	0	0.0267944
5	0	4638	716	696	895.82	1083.55	1176.43	-0.178352	0.715916	0.851535	0.700327	0.763866	0.573672	430	0	99	0.999798	0.145137	0.240621	0.115283	0.115324	0.0199258	1170	nan	nan	nan
5	1	6103	1150	1137	1178.78	1185.99	1180.96	0.00734656	0.0208964	0.0818533	0.111402	0.0736103	0.0939955	585	0	95	0.998384	0.0902983	0.157136	0.0952912	0.095312	0.0152141	2369	2782	0	0.0427299
6	0	4781	549	542	923.44	1136.66	1177.32	-0.0757429	0.788813	1.26761	1.29705	1.17307	1.13091	419	0	95	0.99899	0.140377	0.232169	0.117731	0.117746	0.0205087	1124	nan	nan	nan
6	1	5955	1021	1007	1150.2	1199.2	1226.8	-0.0413037	0.145559	0.329081	0.391253	0.29927	0.333359	587	0	99	0.999798	0.0886799	0.151805	0.0989833	0.0990061	0.0153838	2118	2936	0	0.0432286
7	0	4774	685	666	922.088	1105.25	1247.88	-0.266104	0.678609	0.9377	0.872074	0.84591	0.727171	440	0	98	0.999596	0.13744	0.230415	0.114335	0.114373	0.0196803	1104	nan	nan	nan
7	1	5909	1068	1059	1141.31	1215.7	1172.89	0.0645412	0.222694	0.270386	0.226643	0.253528	0.202406	576	0	97	0.999394	0.0897089	0.156372	0.101071	0.101085	0.0158431	2058	2974	0	0.0366308
8	0	4410	596	579	851.783	1039.46	1063.18	-0.0479028	0.752686	1.0639	1.00525	0.963425	0.844426	424	0	99	0.999798	0.122023	0.211111	0.116508	0.116545	0.0189557	1038	nan	nan	nan
8	1	5839	1031	1023	1127.79	1146.77	1060.93	0.130975	0.0575025	0.216125	0.291988	0.204244	0.261183	553	0	99	0.999798	0.0791367	0.141634	0.0964436	0.0964569	0.0149882	2206	2763	0	0.0351646
9	0	4140	630	601	799.633	967.8	1101.86	-0.288377	0.718368	0.902607	0.7795	0.785635	0.60447	388	0	98	0.999596	0.150036	0.247585	0.115375	0.115442	0.0200418	1012	nan	nan	nan
9	1	5794	1148	1132	1119.1	1099.77	1133.2	-0.051413	-0.0590285	-0.0567229	-0.0362243	-0.0600016	-0.042812	558	0	99	0.999798	0.0852753	0.150673	0.0929342	0.0929612	0.0146726	2343	2586	0	0.0472703
0	0	4833	628	610	933.484	1061.39	1298.61	-0.437178	0.468116	0.951884	1.08819	0.8602	0.918047	457	0	96	0.99899	0.131623	0.219739	0.108517	0.108553	0.0198508	1195	nan	nan	nan
0	1	5917	907	898	1142.86	1199.92	1177.05	0.0344337	0.170603	0.520267	0.673301	0.482768	0.589439	585	0	96	0.999192	0.081812	0.14095	0.0998744	0.0998891	0.0162765	2081	2969	0	0.0400745
1	0	4784	577	561	924.02	1077.23	1274.93	-0.368075	0.566461	1.09974	1.23364	1.00009	1.04946	426	0	95	0.99899	0.14447	0.239548	0.11139	0.111422	0.0201095	1158	nan	nan	nan
1	1	6144	1122	1111	1186.7	1177.33	1255.58	-0.113471	-0.0269911	0.11008	0.200496	0.10246	0.175977	564	0	97	0.999394	0.0866026	0.148763	0.0939954	0.0940128	0.0148093	2275	2937	0	0.0379768
2	0	4938	654	641	953.765	1145.16	1225.67	-0.145213	0.685583	1.04061	1.02985	0.953067	0.88285	456	0	94	0.998788	0.125177	0.213042	0.114641	0.114667	0.0201474	1167	nan	nan	nan
2	1	6154	1031	1006	1188.63	1211.38	1227.41	-0.023199	0.0653947	0.340309	0.482922	0.293123	0.388643	589	0	97	0.999192	0.0843491	0.146409	0.0967602	0.096799	0.0155188	2142	2990	0	0.0360892
3	0	4460	504	500	861.44	1014.3	1219.9	-0.410563	0.606188	1.17501	1.3171	1.09238	1.15636	411	0	100	1	0.150258	0.247534	0.112585	0.112594	0.0193478	1048	nan	nan	nan
3	1	5812	944	928	1122.58	1157.25	1227.62	-0.107853	0.105544	0.402169	0.544673	0.362422	0.460631	546	0	98	0.999596	0.0910342	0.157089	0.0979411	0.0979679	0.016043	2161	2766	0	0.0436463
4	0	4570	519	512	882.686	1161.27	1276.23	-0.224052	1.07815	1.44775	1.31842	1.33946	1.14853	396	0	99	0.999798	0.164587	0.268271	0.125921	0.125936	0.0233242	1132	nan	nan	nan
4	1	5848	960	942	1129.53	1221.99	1372.94	-0.229953	0.279687	0.488157	0.521727	0.439282	0.436165	572	0	97	0.999394	0.105695	0.180575	0.102848	0.102878	0.0157053	2176	2767	0	0.0392444
5	0	4568	659	641	882.3	1046.93	1092	-0.087892	0.637408	0.905535	0.858607	0.816531	0.716095	422	0	99	0.999798	0.12656	0.213004	0.113157	0.113196	0.0201876	1168	nan	nan	nan
5	1	5834	1020	999	1126.83	1121.86	1138.42	-0.0252787	-0.015043	0.214725	0.356474	0.181693	0.285629	557	0	98	0.999596	0.0822904	0.145183	0.0944105	0.0944458	0.0149185	2216	2775	0	0.0324936
6	0	4369	635	607	843.864	1004.31	1095.77	-0.186459	0.649481	0.926568	0.881033	0.812831	0.700808	417	0	98	0.999596	0.136218	0.230716	0.113498	0.113559	0.019434	1101	nan	nan	nan
6	1	5785	1047	1035	1117.36	1120.17	1110.84	0.0143572	0.00857924	0.150101	0.231624	0.136749	0.198955	576	0	95	0.99899	0.0788382	0.139499	0.0950181	0.0950382	0.0151505	2250	2685	0	0.040332
7	0	4594	584	567	887.322	1098.35	1097.12	0.00237822	0.812454	1.17864	1.13336	1.07056	0.957591	439	0	96	0.999192	0.129545	0.220723	0.118276	0.118312	0.0178292	1195	nan	nan	nan
7	1	5908	998	986	1141.12	1171.46	1179.75	-0.0124976	0.0908572	0.320073	0.427188	0.293701	0.369005	556	0	97	0.999394	0.0932792	0.161984	0.0974626	0.0974826	0.0154193	2244	2742	0	0.0273453
8	0	4982	576	566	962.263	1184.72	1228.82	-0.0788475	0.789794	1.2658	1.29331	1.16631	1.11996	469	0	98	0.999596	0.145152	0.241068	0.117748	0.117767	0.0191943	1153	nan	nan	nan
8	1	6166	1052	1033	1190.95	1282.9	1260.61	0.0322012	0.263811	0.413271	0.416846	0.370381	0.345224	586	0	99	0.999798	0.097648	0.169802	0.102335	0.102365	0.0152831	2127	3076	0	0.0397928
9	0	4699	642	638	907.602	1129.02	1084.07	0.0852013	0.833419	1.0649	0.932684	0.992863	0.823789	446	0	100	1	0.133674	0.223877	0.118774	0.118782	0.0182258	1141	nan	nan	nan
9	1	5904	1017	1008	1140.35	1182.14	1144.83	0.0563105	0.12524	0.300744	0.36472	0.280877	0.322024	573	0	98	0.999596	0.0919871	0.155827	0.0983998	0.0984148	0.0147711	2132	2859	0	0.0344387
0	0	4413	615	596	852.362	1041.15	1173.71	-0.267535	0.756627	1.02783	0.944095	0.926097	0.785079	432	0	97	0.999394	0.1267	0.213913	0.116578	0.11662	0.0193937	1151	nan	nan	nan
0	1	5658	996	975	1092.83	1104.4	1199.78	-0.150182	0.0361637	0.233165	0.338789	0.197856	0.268736	553	0	97	0.999394	0.0878558	0.153588	0.0958508	0.0958865	0.0156576	2190	2646	0	0.0460656
1	0	4429	558	550	855.452	1058.84	1190.17	-0.26409	0.812186	1.17065	1.12083	1.08096	0.973454	406	0	98	0.999596	0.159214	0.265523	0.118281	0.118298	0.0192329	1055	nan	nan	nan
1	1	5890	1103	1080	1137.64	1137.05	1206.65	-0.105281	-0.00179166	0.0987495	0.159226	0.0723878	0.110415	551	0	99	0.999798	0.0947529	0.166553	0.0946663	0.0947038	0.0151648	2261	2800	0	0.0406931
2	0	4721	632	617	911.852	1146.88	1191.18	-0.0835941	0.880516	1.14383	1.0153	1.04383	0.862613	434	0	100	1	0.144915	0.238721	0.120134	0.120165	0.0207271	1125	nan	nan	nan
2	1	5930	994	990	1145.37	1204.64	1247.56	-0.0644676	0.176834	0.369066	0.426293	0.35186	0.387353	589	0	96	0.999192	0.0947883	0.165093	0.0999045	0.099911	0.0153246	2112	2913	0	0.0301438
3	0	4678	544	537	903.546	1134.97	1171.98	-0.0704838	0.87497	1.30265	1.27373	1.20542	1.11027	449	0	98	0.999596	0.135771	0.228944	0.12015	0.120165	0.0185644	1070	nan	nan	nan
3	1	5833	1072	1052	1126.63	1187.1	1201.61	-0.0221563	0.183383	0.23615	0.208167	0.20403	0.159535	555	0	99	0.999798	0.0907064	0.15738	0.099931	0.0999642	0.0153639	2045	2948	0	0.0337835
4	0	4560	619	612	880.755	1112.33	1169.59	-0.111851	0.898187	1.11808	0.957968	1.03566	0.836094	402	0	97	0.999394	0.153323	0.251754	0.120617	0.120631	0.0206034	1022	nan	nan	nan
4	1	5936	1107	1097	1146.53	1211.86	1159.05	0.0792589	0.194705	0.197294	0.135752	0.184737	0.121376	587	0	99	0.999798	0.0916596	0.158524	0.100222	0.100239	0.014727	2172	2863	0	0.039096
5	0	4815	562	549	930.008	1204.99	1335.8	-0.241977	1.01012	1.38849	1.28647	1.27371	1.10432	433	0	98	0.999596	0.148317	0.250052	0.123967	0.123994	0.020156	1082	nan	nan	nan
5	1	6116	1028	1011	1181.29	1277.03	1340.06	-0.0918088	0.276924	0.443538	0.453082	0.401076	0.380877	582	0	98	0.999596	0.0971382	0.170373	0.102733	0.10276	0.0161397	2145	2967	0	0.0374716
6	0	4434	547	532	856.418	1024.9	1155.49	-0.262303	0.67203	1.1327	1.18909	1.0306	1.0104	408	0	99	0.999798	0.146853	0.241994	0.114348	0.11438	0.0191866	1138	nan	nan	nan
6	1	5507	957	955	1063.67	1102.58	1168.22	-0.106181	0.125009	0.27321	0.320972	0.266465	0.300502	529	0	98	0.999596	0.0997094	0.170329	0.0983831	0.0983866	0.0165614	2037	2700	0	0.0364196
7	0	4675	636	616	902.967	1072.24	1280.16	-0.396124	0.640429	0.994547	0.997831	0.895137	0.831975	441	0	97	0.999394	0.144202	0.234225	0.11333	0.113371	0.0198166	1127	nan	nan	nan
7	1	5894	1008	996	1138.41	1191.9	1243.63	-0.0781859	0.160542	0.338895	0.39313	0.311315	0.339428	554	0	99	0.999798	0.100628	0.168137	0.0994152	0.0994348	0.0160204	2123	2815	0	0.0422452
8	0	4567	510	501	882.107	1110.46	1086.67	0.0464019	0.884353	1.35988	1.35637	1.25361	1.17524	427	0	99	0.999798	0.132939	0.222247	0.120462	0.120481	0.0196944	1078	nan	nan	nan
8	1	5904	920	910	1140.35	1179.84	1137.36	0.0640996	0.118325	0.466003	0.634789	0.431033	0.553636	560	0	99	0.999798	0.0848721	0.149729	0.098369	0.0983855	0.015768	2200	2803	0	0.0367545
9	0	4893	657	648	945.073	1112.54	1251.65	-0.253235	0.605362	0.967614	0.987138	0.893024	0.857025	440	0	100	1	0.133483	0.225628	0.112353	0.112371	0.0192738	1191	nan	nan	nan
9	1	5974	1016	1006	1153.87	1228.81	1207.38	0.0319586	0.221913	0.380283	0.402732	0.353044	0.352848	570	0	98	0.999596	0.0937552	0.162203	0.101156	0.101172	0.0164486	2079	2941	0	0.0421341
0	0	4898	669	659	946.039	1133.98	1232.47	-0.179106	0.678687	0.988356	0.952826	0.910573	0.824439	478	0	99	0.999798	0.127833	0.21519	0.114403	0.114423	0.0186711	1224	nan	nan	nan
0	1	5866	1131	1095	1133.01	1195.3	1331.32	-0.20657	0.187871	0.174343	0.105414	0.121927	0.0323242	549	0	98	0.999394	0.102643	0.174736	0.0999666	0.100027	0.0154258	1980	2938	0	0.0317107
1	0	4727	650	629	913.01	1121.18	1231.04	-0.207004	0.77892	1.06111	0.976734	0.955473	0.811363	435	0	100	1	0.148963	0.247514	0.117226	0.117269	0.0208097	1152	nan	nan	nan
1	1	5838	1050	1026	1127.6	1192.3	1220.18	-0.0425483	0.19606	0.290439	0.283139	0.247571	0.214877	561	0	95	0.99899	0.0976529	0.167523	0.100332	0.100372	0.0156846	2044	2898	0	0.0356827
2	0	4593	559	548	887.129	1072.25	1179.37	-0.207725	0.712859	1.16314	1.20017	1.06801	1.03388	443	0	96	0.999192	0.129355	0.218594	0.115516	0.11554	0.0189668	1150	nan	nan	nan
2	1	5796	1059	1053	1119.49	1155.38	1166.37	-0.0168923	0.109564	0.180103	0.186624	0.174575	0.174612	580	0	97	0.999394	0.0845557	0.147516	0.0978588	0.0978687	0.0162197	2155	2781	0	0.0296642
3	0	4194	535	520	810.063	1041.51	1188.05	-0.311177	0.975958	1.26683	1.12372	1.15364	0.951083	366	0	98	0.999596	0.162891	0.268479	0.122897	0.122932	0.0217037	1034	nan	nan	nan
3	1	5768	983	976	1114.08	1155.06	1220.74	-0.101443	0.125683	0.316507	0.389456	0.298269	0.347844	523	0	97	0.999394	0.0945032	0.165222	0.0984307	0.0984426	0.0152565	2307	2574	0	0.0477236
4	0	4558	591	576	880.368	1090.6	1277.9	-0.366	0.815778	1.15048	1.08539	1.04855	0.921789	418	0	100	1	0.143735	0.242211	0.118347	0.118379	0.0209315	1069	nan	nan	nan
4	1	6016	1080	1063	1161.98	1228.6	1287.8	-0.0876747	0.195902	0.280673	0.267704	0.250633	0.219614	574	0	98	0.999596	0.0904406	0.156915	0.100327	0.100354	0.0156012	2248	2833	0	0.0413289
5	0	4875	692	676	941.596	1140.76	1182.37	-0.0760282	0.722612	0.971646	0.88579	0.88385	0.748872	462	0	97	0.999394	0.123923	0.210872	0.115596	0.115627	0.0193024	1241	nan	nan	nan
5	1	5898	1069	1053	1139.19	1185.27	1199.56	-0.0215803	0.138221	0.228661	0.237755	0.203615	0.195263	574	0	97	0.999394	0.0885196	0.152933	0.0986792	0.0987057	0.015826	2063	2923	0	0.0376566
6	0	4638	671	656	895.82	1082.78	1162.57	-0.153223	0.712978	0.93773	0.840518	0.853112	0.710356	442	0	99	0.999798	0.132629	0.223157	0.115296	0.115327	0.0198611	1155	nan	nan	nan
6	1	5830	961	955	1126.05	1213.96	1114.3	0.152284	0.266739	0.452886	0.477352	0.426005	0.426598	577	0	96	0.999192	0.0861211	0.149914	0.102477	0.102487	0.0163061	2148	2839	0	0.034338
7	0	4957	592	583	957.435	1160.59	1217.9	-0.102982	0.724901	1.1876	1.2282	1.09593	1.06625	488	0	99	0.999798	0.123083	0.208997	0.115876	0.115893	0.0179696	1162	nan	nan	nan
7	1	6048	1039	1028	1168.16	1245.79	1202.47	0.063803	0.227066	0.367179	0.377086	0.339679	0.328581	618	0	99	0.999798	0.0863238	0.150959	0.101282	0.1013	0.0147825	2068	3023	0	0.0370847
8	0	5031	636	629	971.727	1171.42	1210.3	-0.0688385	0.702076	1.09892	1.10773	1.01833	0.967814	446	0	98	0.999596	0.132803	0.2258	0.115164	0.115178	0.0195935	1208	nan	nan	nan
8	1	6045	983	976	1167.58	1216.33	1246.55	-0.0445371	0.142678	0.405391	0.515683	0.380511	0.457983	593	0	100	1	0.0919921	0.160132	0.0989911	0.0990023	0.015372	2012	3025	0	0.0347048
9	0	4495	575	571	868.2	1105.9	1118.42	-0.0247955	0.935292	1.21259	1.07461	1.12871	0.946287	439	0	97	0.999394	0.143747	0.237597	0.121742	0.12175	0.0207118	1008	nan	nan	nan
9	1	5983	1159	1154	1155.6	1193.09	1103.05	0.134067	0.110834	0.0666173	0.00436311	0.0722201	0.0195035	570	0	98	0.999596	0.0877633	0.153602	0.0977803	0.0977885	0.0144227	2236	2854	0	0.0411924
0	0	4724	549	543	912.431	1116.64	1155.89	-0.0740048	0.764571	1.23751	1.2713	1.14711	1.11134	445	0	100	1	0.132331	0.219729	0.11703	0.117043	0.0198056	1183	nan	nan	nan
0	1	6103	1174	1146	1178.78	1174.71	1230.87	-0.0819799	-0.0118098	0.0479645	0.0874053	0.019294	0.0385532	588	0	97	0.999394	0.0909538	0.154842	0.0943329	0.0943774	0.0155328	2289	2857	0	0.0364149
1	0	4728	676	660	913.204	1066.01	1299.99	-0.440782	0.571647	0.875151	0.870603	0.793468	0.734299	432	0	99	0.999798	0.144701	0.246616	0.111313	0.111346	0.0195633	1259	nan	nan	nan
1	1	5763	1027	1011	1113.11	1145.02	1346.25	-0.311059	0.0979519	0.237106	0.288262	0.210563	0.238134	564	0	98	0.999596	0.103783	0.17942	0.0975716	0.0975985	0.0154406	2122	2792	0	0.0327966
2	0	4817	673	657	930.394	1125.86	1307.25	-0.335422	0.717716	0.991985	0.922728	0.902139	0.780337	429	0	99	0.999798	0.14348	0.241229	0.115475	0.115507	0.0200283	1195	nan	nan	nan
2	1	6065	946	940	1171.44	1263.2	1259.89	0.00485418	0.267632	0.543369	0.620937	0.509481	0.551554	573	0	98	0.999596	0.0931728	0.159934	0.102589	0.102599	0.0158501	2215	2871	0	0.0403121
3	0	4645	662	651	897.172	1061.59	1208.3	-0.281316	0.626076	0.900804	0.861486	0.826836	0.740726	426	0	100	1	0.141473	0.236383	0.112857	0.112879	0.0184048	1133	nan	nan	nan
