rep	pop	S	n1	next	theta	pi	thetaH	Hprime	tajd	fulif	fulid	fulifs	fulids	rm	rmmg	nhaps	hdiv	wallb	wallq	rosasrf	rosasru	zns	unique	shared	fixed	Fst
0	1	6193	1234	1214	1196.17	1195.24	1204.54	-0.013376	-0.00264412	-0.0308895	-0.0468626	-0.0403566	-0.0586273	596	0	98	0.999596	0.0838178	0.146456	0.0945191	0.0945507	0.0148036	2313	2883	0	0.0332172
1	0	5208	854	843	1005.91	1185.2	1204.35	-0.0327602	0.608931	0.669777	0.50873	0.616916	0.438566	487	0	97	0.999394	0.117726	0.199501	0.112153	0.112173	0.0169943	1330	nan	nan	nan
1	1	6203	1075	1065	1198.1	1263.62	1215.53	0.0690672	0.186869	0.326511	0.349167	0.304046	0.3073	631	0	98	0.999596	0.0819091	0.145897	0.100132	0.100148	0.01476	2108	3113	0	0.0251926
2	0	4428	719	710	855.259	1031.83	1212.82	-0.364034	0.705251	0.740573	0.533137	0.68324	0.460917	401	0	98	0.999596	0.149537	0.251807	0.114899	0.114918	0.019826	1175	nan	nan	nan
2	1	5985	1184	1158	1155.99	1172.67	1261.72	-0.132551	0.0492928	0.0249883	-0.0054627	0.000802059	-0.038472	562	0	98	0.999596	0.0935829	0.163576	0.096003	0.096045	0.0148371	2422	2620	0	0.0536358
3	0	5029	870	856	971.341	1108.93	1248.63	-0.247434	0.483927	0.512629	0.372942	0.46563	0.311446	456	0	100	1	0.130072	0.216146	0.108532	0.108559	0.0171271	1332	nan	nan	nan
3	1	6199	1105	1090	1197.32	1204.12	1287.38	-0.119652	0.0193929	0.187722	0.281736	0.168121	0.23749	611	0	99	0.999798	0.0876089	0.155186	0.0953487	0.0953725	0.0147985	2278	2942	0	0.0395894
4	0	4693	722	714	906.443	1039.92	1192.56	-0.289691	0.503064	0.70775	0.666602	0.655065	0.581171	440	0	97	0.999394	0.12127	0.20733	0.109266	0.109283	0.0177411	1228	nan	nan	nan
4	1	5952	1160	1152	1149.62	1111.08	1191.51	-0.120386	-0.114544	-0.0701035	-0.00651496	-0.0593142	0.00291109	563	0	97	0.999394	0.0840195	0.145665	0.0913993	0.0914124	0.0147306	2267	2795	0	0.0341993
5	0	4644	786	784	896.979	1067.84	1187.94	-0.230344	0.650725	0.622847	0.395458	0.589798	0.36414	431	0	98	0.999596	0.136119	0.224806	0.113283	0.113287	0.0180996	1183	nan	nan	nan
5	1	6049	1109	1103	1168.35	1192.85	1188.08	0.00701816	0.0716364	0.151452	0.175795	0.148462	0.165835	594	0	98	0.999596	0.0825066	0.145479	0.0967788	0.0967882	0.0157252	2321	2813	0	0.0425277
6	0	4730	773	749	913.59	1073.18	1215.89	-0.268736	0.596765	0.698469	0.56568	0.615501	0.446236	442	0	98	0.999596	0.13026	0.220085	0.111819	0.111868	0.0176239	1235	nan	nan	nan
6	1	5882	1131	1122	1136.1	1126.65	1181.15	-0.0825377	-0.0284072	0.00806202	0.0389918	0.011194	0.0397179	567	0	99	0.999798	0.0809386	0.141278	0.0938581	0.093873	0.0145317	2191	2818	0	0.0353244
7	0	4906	787	785	947.584	1134.59	1164.6	-0.0544896	0.674216	0.72626	0.538822	0.685112	0.488686	480	0	99	0.999798	0.12579	0.216673	0.114034	0.114038	0.0176902	1262	nan	nan	nan
7	1	6169	1149	1131	1191.53	1204.91	1176.77	0.0406364	0.038363	0.122165	0.159667	0.103349	0.124706	605	0	99	0.999798	0.085441	0.147674	0.0958083	0.0958367	0.0152284	2247	2937	0	0.039685
8	0	4968	878	868	959.559	1157.7	1260.32	-0.183978	0.705468	0.594356	0.299666	0.549098	0.258814	469	0	100	1	0.131669	0.225242	0.114762	0.114781	0.0171929	1263	nan	nan	nan
8	1	6000	1041	1025	1158.89	1229.47	1288.11	-0.0870769	0.208089	0.347469	0.363086	0.313536	0.3045	582	0	100	1	0.0918486	0.1575	0.100729	0.100755	0.015187	2120	2972	0	0.0334759
9	0	4873	837	821	941.21	1074.15	1159.43	-0.15589	0.482518	0.529453	0.401077	0.476404	0.3288	479	0	97	0.999394	0.1289	0.214242	0.108506	0.108537	0.0174256	1331	nan	nan	nan
9	1	6148	1145	1139	1187.47	1174.91	1174.7	0.000302111	-0.036145	0.0595632	0.1283	0.0636423	0.124909	582	0	97	0.999394	0.0873597	0.151594	0.0936994	0.093709	0.0144887	2370	2890	0	0.0456706
0	0	4666	730	706	901.228	1101.07	1193.54	-0.176505	0.757523	0.862854	0.680145	0.766701	0.544465	443	0	98	0.999596	0.138478	0.23039	0.116433	0.116482	0.0179769	1166	nan	nan	nan
0	1	6110	1085	1072	1180.13	1204.86	1224.88	-0.0291853	0.0715914	0.221727	0.287983	0.202367	0.247024	598	0	98	0.999596	0.08954	0.154173	0.0968336	0.0968542	0.0146899	2304	2801	0	0.0338815
1	0	4837	810	800	934.257	1108.01	1154.96	-0.0864743	0.635347	0.648974	0.451263	0.598385	0.389428	454	0	99	0.999798	0.129032	0.215216	0.112869	0.112889	0.017485	1253	nan	nan	nan
1	1	6025	1153	1136	1163.72	1190.34	1195.24	-0.00724803	0.0781617	0.0919581	0.0748528	0.0767219	0.0525811	591	0	98	0.999596	0.0898074	0.154025	0.0968822	0.0969095	0.0150566	2219	2851	0	0.033854
2	0	4578	771	749	884.231	1074.36	1101.27	-0.0523606	0.734551	0.724231	0.480141	0.642422	0.375906	439	0	100	1	0.122569	0.205111	0.115663	0.11571	0.0178027	1190	nan	nan	nan
2	1	6071	1279	1268	1172.6	1154.19	1143.14	0.0162219	-0.0536379	-0.191145	-0.255693	-0.174536	-0.219578	588	0	97	0.999394	0.0721582	0.127656	0.0929682	0.0929856	0.0147727	2405	2743	0	0.0352151
3	0	4661	825	814	900.263	1031.25	1131.54	-0.191636	0.49706	0.474997	0.300847	0.435115	0.254964	449	0	100	1	0.115021	0.199957	0.108864	0.108887	0.016953	1294	nan	nan	nan
3	1	5914	1113	1098	1142.28	1165.02	1091.04	0.111455	0.0680436	0.115555	0.121814	0.101012	0.0972927	590	0	97	0.999394	0.0779638	0.139161	0.0966265	0.0966513	0.0148886	2319	2722	0	0.0421056
4	0	4868	802	795	940.244	1107.88	1108.7	-0.00149411	0.609111	0.655068	0.485098	0.609732	0.427615	449	0	97	0.999394	0.121636	0.205218	0.112151	0.112165	0.0165011	1256	nan	nan	nan
4	1	5856	1022	1015	1131.07	1194.31	1128.44	0.100195	0.191009	0.31219	0.322493	0.294823	0.290076	580	0	97	0.999394	0.0859095	0.149932	0.100239	0.100251	0.0155113	2088	2903	0	0.0383319
5	0	4516	733	726	872.256	1049.58	1193.97	-0.284762	0.694489	0.730139	0.526383	0.67811	0.461849	427	0	99	0.999798	0.143079	0.23295	0.114592	0.114607	0.0180795	1221	nan	nan	nan
5	1	5934	1200	1194	1146.14	1148.5	1125.24	0.0349296	0.00704064	-0.0781781	-0.131228	-0.0629621	-0.100452	551	0	99	0.999798	0.0901736	0.15942	0.0947633	0.0947732	0.0148726	2369	2650	0	0.0414825
6	0	4734	749	737	914.363	1101.27	1207.8	-0.200444	0.698317	0.78418	0.609065	0.718537	0.519607	471	0	98	0.999596	0.129516	0.219054	0.114738	0.114763	0.0170858	1228	nan	nan	nan
6	1	6106	1260	1232	1179.36	1161.54	1265.43	-0.151576	-0.0516297	-0.117663	-0.140278	-0.133014	-0.158685	571	0	98	0.999596	0.0938575	0.163282	0.0930649	0.0931095	0.0145901	2330	2822	0	0.0400171
7	0	4862	835	814	939.085	1069.52	1172.84	-0.189285	0.474514	0.535628	0.418283	0.472336	0.329118	480	0	100	1	0.117054	0.199918	0.108282	0.108324	0.0165899	1300	nan	nan	nan
7	1	6011	1229	1220	1161.01	1156.84	1154.65	0.0032522	-0.0122659	-0.10713	-0.159674	-0.094208	-0.13195	565	0	100	1	0.0830283	0.146731	0.0941943	0.094209	0.014191	2207	2858	0	0.0327275
8	0	4869	740	728	940.438	1096.33	1215.25	-0.217552	0.566299	0.770986	0.70937	0.706363	0.607505	462	0	99	0.999798	0.135168	0.222633	0.111069	0.111093	0.0178852	1200	nan	nan	nan
8	1	6080	1225	1207	1174.34	1187.69	1192.29	-0.00673079	0.0388533	-0.0323793	-0.0874088	-0.0389844	-0.0899659	586	0	98	0.999596	0.0871854	0.151645	0.0956708	0.0956991	0.0150874	2190	2932	0	0.0324224
9	0	4632	706	702	894.661	1053.61	1066.57	-0.0249073	0.606947	0.773567	0.676107	0.723949	0.601266	442	0	98	0.999596	0.118981	0.206822	0.112214	0.112223	0.0187075	1199	nan	nan	nan
9	1	5913	1026	1020	1142.08	1105.99	1172.31	-0.0999109	-0.107971	0.148285	0.33593	0.14438	0.304264	559	0	98	0.999596	0.0921854	0.160325	0.0917986	0.0918083	0.0150025	2233	2786	0	0.0299344
0	0	4566	752	740	881.914	1083.53	1103.8	-0.0395355	0.780982	0.766684	0.505185	0.702045	0.428286	448	0	97	0.999394	0.120044	0.203679	0.117018	0.117043	0.0178075	1194	nan	nan	nan
0	1	6035	1159	1148	1165.65	1153.06	1147.02	0.00892634	-0.036888	0.0085557	0.0475825	0.00886192	0.0430355	578	0	100	1	0.0759032	0.134217	0.0936202	0.0936379	0.0142814	2389	2738	0	0.0354159
1	0	4732	840	833	913.976	1024.32	1067.01	-0.0803465	0.412455	0.412047	0.27819	0.385086	0.247733	455	0	100	1	0.113718	0.192308	0.106466	0.106481	0.0157851	1322	nan	nan	nan
1	1	5768	1122	1115	1114.08	1123.42	1061.55	0.0955538	0.0286492	0.0148816	-0.00260186	0.020726	0.0081403	555	0	99	0.999798	0.0837524	0.147018	0.0954474	0.0954593	0.0146365	2193	2746	0	0.031591
2	0	4912	803	791	948.743	1088.21	1193.98	-0.191803	0.502193	0.61668	0.522142	0.564492	0.445552	463	0	99	0.999798	0.132356	0.21987	0.109143	0.109167	0.016892	1302	nan	nan	nan
2	1	5960	1108	1094	1151.16	1170.91	1216.68	-0.0684108	0.0586282	0.131584	0.156052	0.117437	0.129599	566	0	97	0.999394	0.0964927	0.165772	0.0963821	0.0964051	0.0146693	2170	2868	0	0.0392581
3	0	4525	720	699	873.995	1029.3	1217	-0.369449	0.607037	0.743817	0.628566	0.661276	0.506868	415	0	97	0.999394	0.139257	0.230497	0.112156	0.1122	0.0185506	1176	nan	nan	nan
3	1	5989	1196	1180	1156.76	1146.7	1213.47	-0.099322	-0.0297373	-0.0567011	-0.0631303	-0.0589829	-0.0648569	561	0	97	0.999394	0.0850033	0.149441	0.09375	0.0937759	0.0147048	2334	2724	0	0.0459359
4	0	4612	783	763	890.798	1047	1084.84	-0.0730895	0.59901	0.627506	0.45042	0.557243	0.356752	430	0	98	0.999596	0.12622	0.215091	0.11182	0.111863	0.0177107	1257	nan	nan	nan
4	1	5734	1086	1078	1107.51	1098.39	1076.86	0.0334509	-0.028132	0.0362581	0.083728	0.038355	0.0803823	551	0	94	0.998384	0.0807605	0.144053	0.0938981	0.0939119	0.0151721	2192	2705	0	0.0391719
5	0	4733	812	792	914.169	1069.74	1267.17	-0.371556	0.58135	0.598023	0.419619	0.5311	0.331607	441	0	98	0.999596	0.142434	0.237904	0.111302	0.111343	0.0179732	1229	nan	nan	nan
5	1	6121	1130	1118	1182.26	1202.36	1250.25	-0.0697001	0.0580918	0.140531	0.170828	0.129289	0.147875	593	0	99	0.999798	0.0905229	0.158798	0.0963781	0.0963974	0.0141412	2349	2802	0	0.0349846
6	0	5019	790	779	969.41	1099.43	1225.58	-0.223868	0.458236	0.650738	0.616889	0.597886	0.531189	474	0	98	0.999596	0.121363	0.202431	0.10796	0.107981	0.0169163	1309	nan	nan	nan
6	1	6146	1163	1149	1187.09	1208.36	1200.69	0.0111208	0.0612341	0.0984869	0.100843	0.0877183	0.0827625	599	0	98	0.999596	0.0834825	0.148226	0.0964229	0.0964453	0.0147669	2221	2974	0	0.0331342
7	0	4996	779	765	964.967	1138.35	1202.42	-0.114237	0.613838	0.761674	0.650824	0.694897	0.551996	477	0	94	0.998586	0.122322	0.208167	0.112377	0.112404	0.0175423	1291	nan	nan	nan
7	1	6188	1118	1105	1195.2	1200.13	1237.73	-0.0541288	0.0140977	0.156764	0.237202	0.142647	0.203402	599	0	99	0.999798	0.0864716	0.150291	0.0951782	0.0951987	0.0150322	2240	2916	0	0.0269808
8	0	4631	715	709	894.468	1038.16	1051.7	-0.0260263	0.548804	0.724329	0.651004	0.67437	0.573424	443	0	98	0.999596	0.127862	0.216368	0.110551	0.110564	0.0170488	1185	nan	nan	nan
8	1	5908	1065	1054	1141.12	1130.64	1093.72	0.0556784	-0.0313626	0.132274	0.239919	0.122151	0.209133	543	0	98	0.999596	0.0868461	0.152167	0.0938937	0.0939119	0.0145818	2246	2787	0	0.0300998
9	0	4757	692	688	918.805	1078.44	1175.58	-0.181893	0.59354	0.836464	0.788771	0.781855	0.699207	446	0	99	0.999798	0.135618	0.224721	0.111903	0.111911	0.0175645	1209	nan	nan	nan
9	1	6091	1163	1154	1176.46	1170.54	1161.83	0.0127435	-0.0172117	0.027686	0.0600131	0.0297688	0.0586709	577	0	96	0.999192	0.0916256	0.158923	0.0941879	0.0942024	0.0142962	2289	2871	0	0.0336594
0	0	4671	696	690	902.194	1070.25	1124.34	-0.103133	0.636353	0.829599	0.738463	0.77163	0.649371	426	0	100	1	0.130407	0.212802	0.113078	0.113091	0.0193456	1225	nan	nan	nan
0	1	5952	1258	1236	1149.62	1138.33	1136.78	0.00231983	-0.0335444	-0.167316	-0.236143	-0.170191	-0.229207	566	0	98	0.999596	0.0813309	0.139449	0.0935268	0.0935623	0.0142894	2267	2789	0	0.0329739
1	0	4835	740	728	933.87	1108.17	1194.64	-0.159285	0.637635	0.801363	0.692255	0.734485	0.592434	461	0	100	1	0.132809	0.223992	0.113076	0.1131	0.0169303	1241	nan	nan	nan
1	1	6106	1119	1105	1179.36	1199.98	1226.43	-0.0385971	0.0597224	0.158605	0.198169	0.142784	0.166879	569	0	96	0.99899	0.0915643	0.157714	0.0964403	0.0964626	0.0149809	2260	2860	0	0.0274891
2	0	4948	689	681	955.696	1148.09	1170.54	-0.0404217	0.687744	0.962136	0.902678	0.890512	0.786958	486	0	97	0.999394	0.129169	0.223727	0.114629	0.114645	0.0180368	1261	nan	nan	nan
2	1	6228	1187	1169	1202.93	1201.48	1205.16	-0.00526128	-0.00409422	0.0531867	0.0886445	0.04003	0.0635605	607	0	98	0.999596	0.0822226	0.146596	0.0945613	0.0945898	0.0137992	2291	2947	0	0.0263156
3	0	5050	746	744	975.397	1169.97	1218.31	-0.0852584	0.681521	0.859767	0.745096	0.807878	0.667589	452	0	97	0.999394	0.139434	0.233069	0.114368	0.114372	0.017522	1246	nan	nan	nan
3	1	6264	1153	1139	1209.88	1202.81	1299.94	-0.138144	-0.0199672	0.103875	0.184139	0.0926343	0.155534	550	0	99	0.999798	0.102826	0.176724	0.09418	0.0942018	0.0150097	2227	3010	0	0.0265362
4	0	4691	777	769	906.057	1074.7	1204.15	-0.245802	0.635839	0.664106	0.474952	0.615681	0.41507	431	0	98	0.999596	0.13774	0.233639	0.112901	0.112917	0.0183817	1277	nan	nan	nan
4	1	6019	1086	1072	1162.56	1212.74	1160.31	0.0776153	0.147504	0.238429	0.244808	0.216256	0.206823	594	0	97	0.999394	0.0840811	0.147201	0.0989481	0.0989708	0.014412	2360	2752	0	0.0477631
5	0	4966	669	657	959.173	1150.46	1165.22	-0.0264753	0.681319	1.01278	0.989384	0.92951	0.850827	463	0	98	0.999596	0.123061	0.209625	0.114492	0.114516	0.0178996	1264	nan	nan	nan
5	1	6354	1235	1197	1227.26	1173.55	1243.9	-0.09864	-0.14954	-0.0376312	0.0775095	-0.073099	0.0103382	600	0	98	0.999596	0.0823233	0.142273	0.0904188	0.0904768	0.0145338	2404	2943	0	0.0336549
6	0	4807	793	783	928.462	1067.65	1151.28	-0.154961	0.512142	0.603499	0.491965	0.555837	0.424522	434	0	98	0.999596	0.121723	0.209486	0.109412	0.109432	0.016992	1197	nan	nan	nan
6	1	5979	1188	1177	1154.83	1135.19	1189.51	-0.0809342	-0.0581012	-0.0712934	-0.0603277	-0.0647471	-0.0507022	578	0	97	0.999394	0.0838073	0.148018	0.0929564	0.0929745	0.0147042	2168	2903	0	0.0361722
7	0	4807	812	801	928.462	1101.42	1196.02	-0.175285	0.636392	0.636929	0.431088	0.58526	0.368834	481	0	99	0.999798	0.129838	0.216975	0.112885	0.112908	0.0174343	1280	nan	nan	nan
7	1	6137	1163	1143	1185.35	1185.36	1188.39	-0.00439843	4.2363e-05	0.0703892	0.11229	0.0523984	0.0788497	629	0	98	0.999596	0.0860495	0.149259	0.0946917	0.0947232	0.0148721	2355	2845	0	0.03339
8	0	4903	749	737	947.005	1064.71	1130.36	-0.119274	0.424619	0.681217	0.696403	0.623312	0.596504	472	0	95	0.99899	0.114647	0.198246	0.107058	0.107081	0.0174857	1230	nan	nan	nan
8	1	6228	1248	1233	1202.93	1177.81	1153.86	0.0342633	-0.0713283	-0.0903556	-0.0785816	-0.0876501	-0.0745339	618	0	99	0.999798	0.0769231	0.137283	0.0925662	0.0925891	0.0139083	2283	2943	0	0.0267708
9	0	4800	795	788	927.11	1067.56	1132.22	-0.119984	0.517537	0.593568	0.471166	0.552568	0.41526	440	0	100	1	0.119191	0.200417	0.109555	0.109569	0.0168906	1306	nan	nan	nan
9	1	6023	1253	1233	1163.33	1101.62	1178.36	-0.113518	-0.181261	-0.222422	-0.188216	-0.218074	-0.182385	578	0	93	0.998586	0.0797077	0.137141	0.0893899	0.0894226	0.015311	2305	2815	0	0.0378724
0	0	4754	735	725	918.225	1123.48	1188.1	-0.121064	0.763648	0.85423	0.660759	0.787263	0.570481	448	0	95	0.998788	0.146434	0.243164	0.116624	0.116644	0.0188757	1198	nan	nan	nan
0	1	6031	1084	1077	1164.88	1208.68	1150.35	0.0861569	0.128483	0.222626	0.237086	0.212554	0.21656	594	0	98	0.999596	0.0905473	0.159012	0.0984181	0.0984294	0.0148865	2244	2835	0	0.0347675
1	0	4861	831	810	938.892	1109.82	1213.47	-0.18993	0.621951	0.628618	0.431102	0.558527	0.340214	450	0	98	0.999596	0.126337	0.212096	0.112456	0.112498	0.0179182	1236	nan	nan	nan
1	1	6260	1084	1079	1209.11	1231.83	1210.84	0.0298792	0.0642191	0.248954	0.338224	0.239778	0.309285	581	0	99	0.999798	0.0833999	0.148083	0.0966661	0.0966739	0.0143611	2374	2904	0	0.0484947
2	0	4995	812	796	964.774	1122.81	1215.57	-0.165405	0.559643	0.666876	0.54941	0.603783	0.458463	484	0	98	0.999596	0.120945	0.205205	0.110777	0.110808	0.0168802	1327	nan	nan	nan
2	1	6050	1043	1028	1168.55	1196.27	1184.66	0.0171004	0.0810712	0.283602	0.378	0.255953	0.320061	590	0	96	0.999192	0.0833196	0.144463	0.0971541	0.0971779	0.0147789	2209	2914	0	0.0407032
3	0	4820	766	748	930.973	1065.49	1176.21	-0.204608	0.493613	0.671308	0.617168	0.602536	0.509717	446	0	97	0.999394	0.134468	0.221992	0.108947	0.108983	0.0169178	1276	nan	nan	nan
3	1	5931	1168	1149	1145.56	1109.55	1185.54	-0.114133	-0.107398	-0.0678142	-0.00943517	-0.0745861	-0.0258324	565	0	94	0.998586	0.0871838	0.149216	0.0915884	0.0916188	0.014931	2166	2823	0	0.0338997
4	0	4765	828	807	920.35	1065.72	1163.23	-0.18228	0.539591	0.553341	0.386724	0.488135	0.300539	461	0	100	1	0.122166	0.206925	0.110101	0.110143	0.0173979	1285	nan	nan	nan
4	1	5966	1152	1150	1152.32	1145.58	1198.73	-0.0793656	-0.0199973	-0.00755962	0.00632955	0.008081	0.0282626	573	0	99	0.999798	0.0836547	0.147	0.0940889	0.0940921	0.0148458	2252	2827	0	0.0320319
5	0	4645	639	634	897.172	1118.76	1196.13	-0.148351	0.84375	1.06352	0.920978	0.989544	0.810482	431	0	98	0.999596	0.144488	0.243272	0.119057	0.119067	0.0186416	1141	nan	nan	nan
5	1	6152	1142	1127	1188.25	1189.77	1179.61	0.0147143	0.0043735	0.104037	0.162002	0.0910096	0.133491	578	0	97	0.999394	0.0845391	0.147269	0.0948522	0.0948759	0.015019	2376	2803	0	0.0310503
6	0	5019	708	697	969.41	1180.31	1289.63	-0.19402	0.743251	0.981501	0.882552	0.90321	0.761406	467	0	98	0.999596	0.139896	0.226738	0.11618	0.116201	0.0179203	1199	nan	nan	nan
6	1	6284	1173	1158	1213.74	1262.92	1300.35	-0.0530745	0.138442	0.170256	0.144355	0.153022	0.118921	591	0	99	0.999798	0.093745	0.161044	0.0986293	0.0986528	0.0147758	2247	3018	0	0.0291
7	0	5048	742	739	975.011	1241.16	1246.24	-0.00896896	0.932566	1.01393	0.760252	0.94896	0.677929	494	0	99	0.999798	0.136319	0.224445	0.121472	0.121478	0.0189056	1259	nan	nan	nan
7	1	6393	1270	1252	1234.8	1291.1	1281.17	0.0138407	0.155802	0.0623649	-0.0437984	0.0500124	-0.0501373	616	0	98	0.999596	0.0865144	0.150164	0.0990058	0.099033	0.0151439	2338	3041	0	0.0297232
8	0	4875	717	701	941.596	1150.97	1212.17	-0.111822	0.759637	0.940715	0.802413	0.855638	0.676617	455	0	99	0.999798	0.128231	0.217231	0.116583	0.116615	0.0180984	1274	nan	nan	nan
8	1	6175	1152	1140	1192.69	1211.96	1205.76	0.00894737	0.055208	0.118829	0.138849	0.109502	0.120408	591	0	98	0.999596	0.0839002	0.145911	0.0962816	0.0963006	0.0153086	2299	2942	0	0.0380899
9	0	4988	801	793	963.422	1100.57	1197.86	-0.173735	0.486332	0.62848	0.55555	0.583098	0.486321	463	0	96	0.999192	0.114097	0.198476	0.108724	0.10874	0.0179213	1275	nan	nan	nan
9	1	6288	1162	1158	1214.51	1216.87	1175.35	0.0588232	0.00662621	0.0954698	0.146263	0.10003	0.145261	633	0	100	1	0.0779386	0.138041	0.0949199	0.0949262	0.0138761	2306	2980	0	0.0482025
0	0	4694	740	731	906.637	1147.23	1192.5	-0.0858953	0.906578	0.903669	0.608256	0.835184	0.52761	436	0	98	0.999596	0.138504	0.229868	0.120631	0.12065	0.0175304	1181	nan	nan	nan
0	1	6010	1089	1070	1160.82	1227.32	1249.37	-0.0326831	0.195741	0.266905	0.245881	0.234844	0.195975	604	0	93	0.998586	0.091363	0.158236	0.100308	0.100339	0.0159694	2208	2796	0	0.0426308
1	0	4715	788	770	910.693	1033.86	1181.64	-0.279158	0.462029	0.570309	0.485079	0.508827	0.394087	443	0	96	0.999192	0.118371	0.201485	0.107975	0.108011	0.0176891	1208	nan	nan	nan
1	1	6278	1239	1218	1212.58	1177.52	1174.52	0.00426245	-0.0987985	-0.0657481	-0.0140417	-0.0739679	-0.0318208	574	0	100	1	0.0788593	0.139694	0.0918198	0.0918522	0.0141509	2455	2784	0	0.0442625
2	0	4752	833	822	917.839	1046.36	1193.96	-0.276648	0.478378	0.481176	0.327872	0.441111	0.279016	427	0	98	0.999394	0.127973	0.215067	0.108356	0.108378	0.0173554	1269	nan	nan	nan
