rep	pop	S	n1	next	theta	pi	thetaH	Hprime	tajd	fulif	fulid	fulifs	fulids	rm	rmmg	nhaps	hdiv	wallb	wallq	rosasrf	rosasru	zns	unique	shared	fixed	Fst
0	1	6183	1183	1171	1194.23	1186.42	1313.38	-0.182935	-0.02236	0.025429	0.0611486	0.0233303	0.0531235	580	0	98	0.999596	0.0899385	0.15575	0.0940372	0.0940563	0.0142459	2379	2823	0	0.03443
1	0	4900	814	809	946.425	1076.16	1121.96	-0.0832703	0.468296	0.555685	0.455998	0.521605	0.408278	473	0	99	0.999798	0.114105	0.196327	0.10816	0.10817	0.0169649	1304	nan	nan	nan
1	1	6176	1183	1168	1192.88	1171.52	1140.5	0.0447483	-0.0611876	0.00581276	0.0655598	0.00053702	0.0500658	607	0	98	0.999596	0.077247	0.132772	0.0929391	0.092963	0.0142632	2336	2905	0	0.0293956
2	0	4746	898	881	916.68	1030.31	1189.65	-0.299034	0.423475	0.32062	0.122218	0.281486	0.0829392	437	0	98	0.999596	0.136143	0.225032	0.106664	0.106698	0.0165566	1343	nan	nan	nan
2	1	6094	1200	1197	1177.04	1171.85	1168.73	0.00455703	-0.0150728	-0.0420795	-0.0532866	-0.0250668	-0.0256032	577	0	98	0.999596	0.0825538	0.144568	0.0941888	0.0941936	0.0145795	2444	2736	0	0.0474422
3	0	4452	751	747	859.895	1046.49	1201.9	-0.310912	0.741258	0.68545	0.412128	0.643413	0.372011	411	0	98	0.999596	0.156819	0.256065	0.115849	0.115858	0.0184124	1306	nan	nan	nan
3	1	6095	1028	1026	1177.24	1257.4	1248.52	0.0129708	0.23266	0.387119	0.403763	0.371981	0.372709	566	0	98	0.999596	0.102724	0.175882	0.101472	0.101475	0.0160938	2576	2524	0	0.054089
4	0	4854	892	874	937.54	1096.53	1268.21	-0.315037	0.579357	0.467246	0.212826	0.415808	0.159677	476	0	98	0.999596	0.128786	0.218583	0.111123	0.111159	0.0178751	1272	nan	nan	nan
4	1	6227	1007	1001	1202.73	1249	1211.72	0.0533403	0.131458	0.406125	0.527193	0.382943	0.470686	620	0	95	0.99899	0.0801478	0.142444	0.0986803	0.0986898	0.01571	2374	2888	0	0.043803
5	0	4963	940	930	958.593	1069.7	1129.35	-0.107051	0.395985	0.2869	0.0936779	0.265032	0.0802792	457	0	98	0.999596	0.112656	0.193431	0.105885	0.105905	0.0167933	1405	nan	nan	nan
5	1	6154	1201	1192	1188.63	1178.34	1121.15	0.0827978	-0.029575	-0.0226267	-0.00890401	-0.0163639	-0.000826939	585	0	100	1	0.0825614	0.141859	0.0937973	0.0938115	0.0144384	2367	2851	0	0.0398107
6	0	5125	861	847	989.883	1142.45	1240.1	-0.169727	0.526553	0.58761	0.453376	0.53521	0.381875	503	0	98	0.999596	0.123146	0.208195	0.109786	0.109812	0.0166105	1336	nan	nan	nan
6	1	6460	1134	1125	1247.74	1253.18	1255.75	-0.00353395	0.0149183	0.202352	0.309216	0.191146	0.275765	625	0	96	0.999192	0.0857718	0.149536	0.0952495	0.0952632	0.0149874	2411	2977	0	0.0366008
7	0	4792	922	905	925.565	1097.93	1176.98	-0.146927	0.636207	0.410319	0.0697697	0.365332	0.0379692	455	0	100	1	0.132958	0.223289	0.112645	0.112679	0.0174147	1349	nan	nan	nan
7	1	6257	1287	1279	1208.53	1199.06	1224.7	-0.0365071	-0.0267692	-0.130283	-0.183289	-0.113499	-0.149322	588	0	100	1	0.0858376	0.15135	0.0937719	0.0937843	0.0139292	2489	2798	0	0.0425723
8	0	4994	816	809	964.581	1111.38	1198.01	-0.154521	0.51994	0.61714	0.506564	0.574754	0.446718	483	0	100	1	0.121971	0.209251	0.109644	0.109658	0.0172311	1343	nan	nan	nan
8	1	6171	1195	1181	1191.92	1223.18	1160.33	0.0907333	0.0896303	0.0697014	0.0287856	0.0615192	0.0204612	588	0	99	0.999798	0.082658	0.14714	0.0971832	0.0972052	0.0146851	2264	2895	0	0.0306172
9	0	5092	918	913	983.51	1160.79	1233.51	-0.127211	0.615829	0.496017	0.225174	0.467944	0.208783	457	0	97	0.999394	0.136712	0.227808	0.112185	0.112195	0.016345	1431	nan	nan	nan
9	1	6170	1156	1152	1191.72	1220.27	1286.82	-0.0960832	0.0818605	0.112834	0.104765	0.116267	0.109136	564	0	97	0.999394	0.099692	0.171313	0.0970231	0.0970294	0.0146082	2307	2901	0	0.034296
0	0	4672	822	816	902.387	1048.59	1169.33	-0.230192	0.553475	0.507332	0.300575	0.475186	0.269883	423	0	98	0.999596	0.130379	0.218536	0.110469	0.110481	0.0166849	1287	nan	nan	nan
0	1	6147	1190	1164	1187.28	1177.51	1244.01	-0.0963768	-0.0281234	0.0224084	0.0616291	-0.000910285	0.0212694	584	0	97	0.999394	0.0859095	0.148202	0.0938589	0.093899	0.0144696	2488	2744	0	0.040636
1	0	4972	911	896	960.332	1121.39	1209	-0.156956	0.572951	0.46203	0.210384	0.417452	0.167296	485	0	97	0.999394	0.125729	0.209976	0.110947	0.110976	0.0170153	1344	nan	nan	nan
1	1	6177	1101	1098	1193.08	1249.62	1166.97	0.119208	0.16194	0.250293	0.250467	0.244463	0.237667	620	0	99	0.999798	0.0866256	0.150235	0.0993749	0.0993796	0.0142126	2309	2968	0	0.0401035
2	0	4828	968	955	932.518	1016.88	1101.6	-0.156291	0.309077	0.130635	-0.0757051	0.114697	-0.0760559	436	0	97	0.999394	0.128237	0.213753	0.103316	0.103342	0.0158863	1395	nan	nan	nan
2	1	5937	1164	1159	1146.72	1117.74	1145.27	-0.0413185	-0.0863573	-0.0708649	-0.0336551	-0.0551627	-0.0135287	560	0	97	0.999394	0.090465	0.155466	0.0921875	0.0921957	0.0147961	2284	2793	0	0.0305394
3	0	4782	853	842	923.634	1082.28	1148.51	-0.123356	0.586792	0.512086	0.277529	0.470216	0.23559	481	0	97	0.999394	0.117967	0.205772	0.111391	0.111413	0.0170437	1233	nan	nan	nan
3	1	6228	1219	1202	1202.93	1205.57	1170.75	0.0498177	0.00752434	0.00585263	0.00241853	-0.00187656	-0.00888247	614	0	99	0.999798	0.0794925	0.1421	0.0948416	0.0948684	0.0144092	2414	2884	0	0.0345785
4	0	5065	895	873	978.295	1146.75	1294.26	-0.259402	0.588301	0.550902	0.338047	0.486738	0.259226	464	0	98	0.999596	0.133886	0.221718	0.111446	0.111489	0.0175811	1292	nan	nan	nan
4	1	6226	1094	1088	1202.54	1249.01	1306.4	-0.0821255	0.132045	0.263709	0.299377	0.252147	0.273302	602	0	98	0.999596	0.0936546	0.161259	0.0985586	0.0985681	0.0153279	2240	3007	0	0.036977
5	0	5093	955	940	983.703	1123.06	1268.58	-0.254519	0.483981	0.366361	0.139539	0.329773	0.106909	496	0	99	0.999798	0.119599	0.202827	0.108387	0.108415	0.0163331	1343	nan	nan	nan
5	1	6308	1157	1142	1218.38	1210.55	1273.37	-0.0887367	-0.021966	0.110809	0.197044	0.0976523	0.164699	591	0	96	0.99899	0.0824481	0.145847	0.0941296	0.094153	0.0148883	2322	3000	0	0.0418815
6	0	4809	900	888	928.849	1124.63	1177.09	-0.0971564	0.720084	0.501483	0.138096	0.459364	0.112007	461	0	99	0.999798	0.135399	0.226866	0.115068	0.115092	0.0170985	1331	nan	nan	nan
6	1	6228	1122	1115	1202.93	1238.25	1169.83	0.0978633	0.100331	0.201793	0.229742	0.193612	0.21071	597	0	96	0.999192	0.0876827	0.154143	0.0976203	0.0976312	0.0153731	2483	2801	0	0.0382381
7	0	4689	853	831	905.671	1094.7	1202.21	-0.204226	0.713014	0.573111	0.258871	0.50456	0.185734	428	0	97	0.999394	0.137372	0.227341	0.114919	0.114965	0.0173978	1267	nan	nan	nan
7	1	6020	1175	1166	1162.75	1198.3	1148.39	0.0738636	0.104463	0.0547081	-0.00878214	0.055074	-0.0011808	582	0	98	0.999596	0.085064	0.149834	0.0975858	0.0976003	0.0147204	2355	2785	0	0.0414885
8	0	4750	820	808	917.453	1125.55	1211.34	-0.160885	0.774859	0.681301	0.374602	0.624531	0.316534	489	0	97	0.999394	0.134134	0.224421	0.116759	0.116784	0.0164164	1349	nan	nan	nan
8	1	5982	1106	1100	1155.41	1171.75	1204.09	-0.0481534	0.0483247	0.122302	0.150718	0.121462	0.143952	594	0	99	0.999798	0.0887811	0.152792	0.0961017	0.0961115	0.0152387	2340	2711	0	0.0345493
9	0	4690	829	822	905.864	1081.49	1214.53	-0.252672	0.662313	0.563839	0.29068	0.52572	0.258373	464	0	97	0.999394	0.125826	0.209168	0.113541	0.113556	0.0183131	1262	nan	nan	nan
9	1	6172	1238	1219	1192.11	1185.88	1198.22	-0.0178072	-0.0178485	-0.0547151	-0.0708983	-0.0609053	-0.0773228	601	0	97	0.999394	0.0823205	0.144362	0.0940756	0.0941054	0.014721	2444	2787	0	0.0497097
0	0	4874	872	863	941.403	1162.27	1239.41	-0.140985	0.801502	0.625784	0.261536	0.580039	0.228119	472	0	99	0.999798	0.148779	0.249282	0.117448	0.117466	0.0167335	1313	nan	nan	nan
0	1	6051	1144	1119	1168.74	1217.44	1262.62	-0.0665137	0.142387	0.165885	0.133751	0.132694	0.0851434	569	0	97	0.999394	0.0990083	0.168402	0.098726	0.098766	0.0157483	2270	2874	0	0.0413052
1	0	4851	913	889	936.961	1077.07	1169.32	-0.169379	0.510856	0.395125	0.160742	0.3376	0.0970817	449	0	96	0.999192	0.120825	0.203463	0.109145	0.109193	0.0168445	1329	nan	nan	nan
1	1	6022	1226	1218	1163.14	1147.76	1190.44	-0.0631494	-0.0451786	-0.118935	-0.148239	-0.103645	-0.119662	577	0	98	0.999596	0.0787245	0.139156	0.093273	0.0932858	0.0143207	2263	2807	0	0.0347955
2	0	4960	770	767	958.014	1136	1250.53	-0.205686	0.634699	0.758247	0.626178	0.712433	0.561604	455	0	99	0.999798	0.133091	0.223992	0.112968	0.112973	0.0175779	1294	nan	nan	nan
2	1	6157	1041	1019	1189.21	1213.35	1293.62	-0.11616	0.0693417	0.321866	0.449861	0.280787	0.366895	587	0	97	0.999192	0.0945419	0.164366	0.0968524	0.0968871	0.015128	2227	2898	0	0.0309625
3	0	4564	841	814	881.527	1071.09	1152.33	-0.158537	0.734594	0.57401	0.240489	0.494051	0.152571	436	0	99	0.999798	0.145737	0.239045	0.115509	0.115566	0.0179343	1200	nan	nan	nan
3	1	6297	1294	1265	1216.25	1193.63	1253.34	-0.0844917	-0.0635701	-0.115584	-0.125981	-0.131354	-0.146575	599	0	99	0.999798	0.08831	0.152454	0.0927304	0.0927753	0.0139181	2594	2741	0	0.033981
4	0	5204	936	924	1005.14	1176.29	1229.57	-0.0911931	0.58174	0.494179	0.253574	0.453675	0.214732	482	0	99	0.999798	0.123583	0.207148	0.111228	0.11125	0.0169829	1414	nan	nan	nan
4	1	6361	1245	1219	1228.61	1241.1	1276.25	-0.0492244	0.034736	0.0354358	0.0245977	0.0127217	-0.0088121	614	0	96	0.999192	0.0858491	0.148719	0.0956122	0.0956518	0.0148392	2338	2987	0	0.0379284
5	0	5022	878	878	969.989	1119.65	1173.46	-0.0954474	0.527119	0.490448	0.297849	0.471549	0.2856	475	0	98	0.999596	0.121091	0.202907	0.109733	0.109733	0.016364	1338	nan	nan	nan
5	1	6244	1250	1247	1206.02	1216.3	1158.23	0.0828482	0.0291234	-0.0501447	-0.106814	-0.0321261	-0.0718108	620	0	97	0.999394	0.0778472	0.136131	0.0954081	0.0954128	0.0147256	2315	2927	0	0.031822
6	0	4894	848	839	945.266	1148.69	1219.49	-0.128855	0.735212	0.644947	0.353038	0.597355	0.30752	449	0	97	0.999394	0.144697	0.236412	0.115631	0.115649	0.0175817	1374	nan	nan	nan
6	1	6247	1152	1136	1206.6	1239.65	1296.03	-0.0804062	0.0936012	0.169189	0.1839	0.150171	0.150728	596	0	98	0.999596	0.0971822	0.169041	0.0973842	0.0974093	0.0148485	2448	2809	0	0.036874
7	0	4639	738	732	896.013	1106.75	1082.3	0.0469484	0.80347	0.823228	0.574708	0.766591	0.507333	437	0	98	0.999596	0.131522	0.218797	0.117703	0.117716	0.017548	1297	nan	nan	nan
7	1	6200	1213	1204	1197.52	1163.84	1146.6	0.0247681	-0.0960913	-0.0660497	-0.0170145	-0.0564983	-0.00770081	579	0	97	0.999394	0.0800129	0.139677	0.0919118	0.0919261	0.0145137	2532	2704	0	0.0343868
8	0	4983	922	891	962.456	1122.64	1236.05	-0.202721	0.568597	0.473805	0.23317	0.398246	0.141891	465	0	99	0.999798	0.13067	0.221152	0.110812	0.110871	0.0169678	1250	nan	nan	nan
8	1	6016	1127	1120	1161.98	1207.74	1213.96	-0.0092082	0.134563	0.148709	0.113538	0.144672	0.109474	567	0	99	0.999798	0.0892768	0.157081	0.0985145	0.0985259	0.0147214	2112	2969	0	0.0372496
9	0	4513	791	782	871.677	1053.37	1203.46	-0.296219	0.712042	0.612719	0.322964	0.566194	0.279295	416	0	99	0.999798	0.141401	0.233991	0.114958	0.114977	0.0186911	1142	nan	nan	nan
9	1	6221	1223	1206	1201.57	1221.63	1211.69	0.0142347	0.0570246	0.0256141	-0.0115788	0.0165086	-0.0210532	588	0	99	0.999798	0.085209	0.147886	0.0962291	0.0962556	0.0141345	2504	2700	0	0.05008
0	0	4795	805	785	926.145	1112.02	1247.44	-0.251555	0.685629	0.695053	0.478552	0.621287	0.383443	452	0	98	0.999596	0.144139	0.242336	0.114284	0.114325	0.017632	1185	nan	nan	nan
0	1	6231	1215	1211	1203.51	1191.89	1311.35	-0.170802	-0.0329869	-0.0312797	-0.0195742	-0.0166447	0.00149719	597	0	98	0.999596	0.0955056	0.165784	0.0937024	0.0937087	0.0142742	2368	2866	0	0.0368182
1	0	4901	746	742	946.618	1138.61	1165.59	-0.0490202	0.692915	0.824791	0.678817	0.771888	0.60425	460	0	95	0.99899	0.117755	0.204448	0.114649	0.114657	0.0179081	1339	nan	nan	nan
1	1	6068	1089	1079	1172.02	1203.11	1121.9	0.11923	0.0906327	0.208554	0.249445	0.194863	0.220398	602	0	100	1	0.0819186	0.145353	0.0973536	0.0973694	0.015354	2286	2857	0	0.0423087
2	0	4859	852	834	938.506	1073.59	1304.1	-0.422552	0.491744	0.502551	0.349681	0.447803	0.278329	473	0	95	0.998182	0.135653	0.227825	0.108729	0.108765	0.0175443	1269	nan	nan	nan
2	1	6405	1124	1111	1237.11	1284.27	1243.85	0.0562202	0.13025	0.27587	0.320444	0.253321	0.276519	632	0	99	0.999798	0.0843223	0.148009	0.0985088	0.0985285	0.0144336	2483	2889	0	0.0405548
3	0	5155	867	849	995.678	1201.73	1306.09	-0.180332	0.707024	0.697465	0.462718	0.629957	0.379257	477	0	99	0.999798	0.135623	0.22483	0.114888	0.114922	0.0181833	1327	nan	nan	nan
3	1	6514	1149	1130	1258.17	1288.29	1321.73	-0.0457365	0.0818135	0.247811	0.320228	0.218983	0.263819	612	0	97	0.999394	0.0873637	0.152287	0.0971307	0.0971592	0.0147146	2402	3035	0	0.0316631
4	0	5085	919	901	982.157	1140.17	1249.75	-0.191948	0.549653	0.479419	0.259534	0.428399	0.202514	484	0	100	1	0.122541	0.20708	0.110314	0.110348	0.0165151	1369	nan	nan	nan
4	1	6356	1199	1184	1227.65	1243.54	1218.5	0.0351058	0.0442393	0.0955302	0.11176	0.0841423	0.0910616	615	0	100	1	0.0845004	0.148364	0.0959488	0.0959718	0.0145473	2407	2922	0	0.0349668
5	0	4992	792	785	964.195	1111.87	1264.92	-0.2731	0.523241	0.667382	0.583682	0.620913	0.513539	471	0	95	0.99899	0.136446	0.229367	0.109786	0.1098	0.0178346	1264	nan	nan	nan
5	1	6398	1237	1223	1235.76	1268.13	1244.92	0.0323285	0.0895129	0.0719372	0.0324596	0.0643251	0.0247781	625	0	95	0.99899	0.0866031	0.153642	0.0971825	0.097204	0.0146692	2421	2961	0	0.0374327
6	0	4673	890	884	902.581	1018.5	1076.03	-0.109651	0.438741	0.293312	0.064635	0.277998	0.0654121	450	0	97	0.999394	0.124786	0.209715	0.107084	0.107096	0.017173	1314	nan	nan	nan
6	1	6109	1335	1325	1179.94	1166.14	1076.18	0.131193	-0.039958	-0.265156	-0.386385	-0.240797	-0.330344	583	0	98	0.999596	0.0785855	0.138157	0.0932713	0.0932873	0.0143281	2453	2732	0	0.0469083
7	0	4817	840	831	930.394	1098.03	1284.22	-0.344286	0.615524	0.56496	0.335463	0.522976	0.29188	439	0	99	0.999798	0.143895	0.237492	0.112237	0.112255	0.0172032	1297	nan	nan	nan
7	1	6287	1282	1252	1214.32	1209.47	1235.42	-0.036775	-0.0136547	-0.0689846	-0.09753	-0.089847	-0.124271	592	0	96	0.999192	0.0878142	0.153332	0.0941634	0.0942097	0.0148514	2495	2776	0	0.0582772
8	0	4964	885	862	958.787	1098.91	1258.4	-0.286179	0.499307	0.486443	0.317029	0.424348	0.236936	471	0	100	1	0.129559	0.216761	0.108912	0.108957	0.0166734	1367	nan	nan	nan
8	1	6262	1233	1209	1209.49	1214.8	1275.85	-0.0868537	0.0149921	0.00944393	0.00128026	-0.00886865	-0.0254209	603	0	98	0.999596	0.0896023	0.154264	0.0950405	0.0950782	0.0147487	2382	2887	0	0.0413419
9	0	4511	769	757	871.291	1034.86	1066.92	-0.0632911	0.641317	0.627661	0.411791	0.573308	0.346898	447	0	98	0.999394	0.122173	0.207714	0.113012	0.113037	0.0179436	1181	nan	nan	nan
9	1	6095	1170	1162	1177.24	1203.03	1062.48	0.20544	0.074873	0.0686474	0.0406786	0.0694267	0.0442458	581	0	95	0.998788	0.0774532	0.136013	0.0967858	0.0967978	0.0153947	2445	2695	0	0.0397061
0	0	4760	839	820	919.384	1093.68	1241.1	-0.275852	0.647668	0.585966	0.339431	0.52257	0.265409	455	0	98	0.999596	0.135533	0.22521	0.113128	0.113167	0.017288	1360	nan	nan	nan
0	1	6322	1199	1192	1221.08	1201.18	1247.67	-0.0655168	-0.0556945	0.0148051	0.0748611	0.0212015	0.076756	630	0	99	0.999798	0.0794178	0.138564	0.0931109	0.0931217	0.0140764	2570	2763	0	0.0459334
1	0	4740	842	824	915.521	1087.67	1140.73	-0.0997014	0.64238	0.566907	0.31389	0.506854	0.246011	460	0	97	0.999394	0.116058	0.195148	0.112963	0.113	0.0164939	1263	nan	nan	nan
1	1	6219	1290	1280	1201.19	1234.29	1170.7	0.0911072	0.0941759	-0.074943	-0.206227	-0.065113	-0.173841	628	0	97	0.999394	0.0816983	0.143271	0.0971718	0.0971874	0.0146598	2463	2776	0	0.0354889
2	0	4840	891	877	934.836	1058.35	1259.57	-0.370293	0.451389	0.381881	0.194279	0.344354	0.155097	448	0	98	0.999596	0.134325	0.227066	0.107504	0.107532	0.0169198	1308	nan	nan	nan
2	1	6372	1199	1167	1230.74	1239.5	1325.73	-0.120563	0.0243284	0.11603	0.162792	0.0779316	0.0977409	612	0	97	0.999394	0.0894679	0.156309	0.0953917	0.0954404	0.0147494	2549	2810	0	0.0451026
3	0	4507	880	864	870.518	1059.29	1125.15	-0.130152	0.740789	0.441536	0.023505	0.394551	-0.00215325	423	0	98	0.999596	0.142921	0.240959	0.115575	0.11561	0.0178051	1289	nan	nan	nan
3	1	6061	1192	1169	1170.67	1152.98	1176.32	-0.0343028	-0.0516385	-0.0269547	0.00448311	-0.0422986	-0.0221096	566	0	98	0.999596	0.0882838	0.151955	0.0931606	0.0931977	0.014328	2556	2615	0	0.0387393
4	0	4589	829	820	886.356	1040.47	1022.94	0.0340317	0.593995	0.489586	0.235036	0.452769	0.203551	447	0	100	1	0.113339	0.190238	0.111567	0.111586	0.0161699	1365	nan	nan	nan
4	1	5987	1131	1116	1156.38	1101.52	1124.17	-0.033708	-0.162084	-0.0246573	0.109734	-0.0287047	0.0872609	570	0	99	0.999798	0.0733378	0.129614	0.0901159	0.0901405	0.0146972	2492	2619	0	0.0314534
5	0	4868	937	924	940.244	1128.64	1144.25	-0.0285707	0.684514	0.428436	0.0542541	0.390439	0.0368791	487	0	98	0.999596	0.128005	0.210559	0.114006	0.114032	0.0164291	1311	nan	nan	nan
5	1	6273	1289	1280	1211.62	1190.46	1136.71	0.0763439	-0.0596575	-0.14555	-0.1774	-0.129159	-0.146421	612	0	98	0.999596	0.0786033	0.137893	0.0928433	0.0928574	0.0140765	2452	2829	0	0.0282625
6	0	4724	826	822	912.431	1053.41	1046.51	0.0129949	0.527824	0.499212	0.311196	0.471684	0.285249	449	0	96	0.999192	0.1101	0.1884	0.109753	0.109761	0.0167576	1293	nan	nan	nan
6	1	6090	1202	1191	1176.27	1147.37	1150.71	-0.0048981	-0.0839641	-0.0730577	-0.0393542	-0.0661913	-0.0320567	573	0	99	0.999798	0.0801445	0.138916	0.0922361	0.0922536	0.014067	2367	2730	0	0.0365518
7	0	4883	870	857	943.142	1096.2	1216.65	-0.219705	0.554431	0.499269	0.286822	0.454878	0.238538	441	0	98	0.999596	0.134576	0.223428	0.110478	0.110504	0.0184748	1308	nan	nan	nan
7	1	6276	1227	1217	1212.2	1192.22	1208.02	-0.0224248	-0.056303	-0.0402585	-0.0124549	-0.0339259	-0.0057487	568	0	100	1	0.0790438	0.137189	0.0930404	0.093056	0.0146674	2469	2871	0	0.0402859
8	0	4929	944	933	952.026	1096.77	1177.33	-0.145592	0.519406	0.338637	0.0627625	0.311183	0.0504343	465	0	98	0.999596	0.122565	0.20775	0.109352	0.109374	0.0173757	1396	nan	nan	nan
8	1	6015	1163	1131	1161.79	1170.37	1148.86	0.0318553	0.0252488	0.0667392	0.0832775	0.0298799	0.0246575	576	0	98	0.999596	0.0864649	0.147963	0.0953709	0.0954221	0.0153422	2275	2848	0	0.0398297
9	0	4673	871	862	902.581	1028.96	1154.29	-0.238891	0.478334	0.364102	0.141165	0.337221	0.122692	457	0	97	0.999394	0.125856	0.211427	0.108241	0.108259	0.0169624	1356	nan	nan	nan
9	1	5930	1172	1162	1145.37	1131.77	1159.51	-0.0416762	-0.0405765	-0.0519857	-0.0456357	-0.0454839	-0.0358098	578	0	99	0.999798	0.0831506	0.144182	0.0934615	0.093478	0.0143558	2365	2704	0	0.036692
0	0	4526	774	766	874.188	994.431	1138.05	-0.282632	0.46988	0.514297	0.388516	0.476618	0.339299	404	0	98	0.999596	0.140552	0.237958	0.108157	0.108174	0.017529	1291	nan	nan	nan
0	1	6001	1142	1131	1159.08	1174.79	1127.09	0.0708199	0.0463134	0.0744075	0.0761393	0.0696902	0.0676327	562	0	98	0.999596	0.086	0.149975	0.095993	0.0960108	0.0150245	2482	2630	0	0.053529
1	0	5086	793	785	982.351	1183.89	1226.51	-0.0746431	0.700926	0.799422	0.630986	0.741537	0.552117	489	0	94	0.998788	0.132153	0.221392	0.114836	0.114851	0.0178704	1341	nan	nan	nan
1	1	6449	1248	1226	1245.61	1281.37	1319.22	-0.0522941	0.0980841	0.0875507	0.049492	0.0672541	0.022287	620	0	98	0.999596	0.0894851	0.153202	0.0974215	0.0974541	0.0145563	2401	2971	0	0.0357426
